id,fecha,produccion(Wh)
7,03/10/2018,9565.0254
7,04/10/2018,10345.9004
7,05/10/2018,17050.2988
7,06/10/2018,12717.7812
7,07/10/2018,9626.0957
7,08/10/2018,9444.1211
7,09/10/2018,13728.4619
7,10/10/2018,10113.7246
7,11/10/2018,9947.2793
7,12/10/2018,11670.3096
7,13/10/2018,9694.4443
7,14/10/2018,13557.8545
7,15/10/2018,11432.3779
7,16/10/2018,11324.624
7,17/10/2018,4280.3818
7,18/10/2018,5145.3511
7,19/10/2018,8609.8936
7,20/10/2018,7795.9556
7,21/10/2018,2565.2971
7,22/10/2018,13816.6846
7,23/10/2018,11256.457
7,24/10/2018,16231.6934
7,25/10/2018,10601.1406
7,26/10/2018,11452.2803
7,27/10/2018,8114.4316
7,28/10/2018,10112.4941
7,29/10/2018,8462.376
7,30/10/2018,10551.9795
7,31/10/2018,10228.2803
7,01/11/2018,8805.2842
7,02/11/2018,6955.501
7,03/11/2018,9246.3994
7,04/11/2018,3301.8857
7,05/11/2018,14117.959
7,06/11/2018,14511.7393
7,07/11/2018,13866.3838
7,08/11/2018,15477.7266
7,09/11/2018,14366.1621
7,10/11/2018,13493.8867
7,11/11/2018,11678.2842
7,12/11/2018,10869.1514
7,13/11/2018,6665.8867
7,14/11/2018,2449.7261
7,15/11/2018,13375.7441
7,16/11/2018,15060.5654
7,17/11/2018,15162.708
7,18/11/2018,11638.332
7,19/11/2018,15368.7607
7,20/11/2018,14312.8135
7,21/11/2018,13831.0732
7,22/11/2018,13809.0352
7,23/11/2018,13404.8311
7,24/11/2018,12789.5479
7,25/11/2018,14170.0293
7,26/11/2018,9394.376
7,27/11/2018,10911.2227
7,28/11/2018,4860.8315
7,29/11/2018,6636.2354
7,30/11/2018,11553.6816
7,01/12/2018,14925.3828
7,02/12/2018,14917.4805
7,03/12/2018,13368.7598
7,04/12/2018,11884.3652
7,05/12/2018,5402.2026
7,06/12/2018,12685.6182
7,07/12/2018,14524.6914
7,08/12/2018,14313.9219
7,09/12/2018,11071.0537
7,10/12/2018,8293.8428
7,11/12/2018,9668.834
7,12/12/2018,10892.7881
7,13/12/2018,10405.1494
7,14/12/2018,12929.1982
7,15/12/2018,12393.3926
7,16/12/2018,13621.7627
7,17/12/2018,10679.1963
7,18/12/2018,12833.6465
7,19/12/2018,14442.5107
7,20/12/2018,14593.1621
7,21/12/2018,13848.6367
7,22/12/2018,13715.4512
7,23/12/2018,13337.624
7,24/12/2018,13284.4072
7,25/12/2018,10865.71
7,26/12/2018,8312.9736
7,27/12/2018,13049.1787
7,28/12/2018,9515.9766
7,29/12/2018,13065.6465
7,30/12/2018,13090.7178
7,31/12/2018,11597.9258
7,01/01/2019,12351.8428
7,02/01/2019,9819.7266
7,03/01/2019,10130.4121
7,04/01/2019,11373.0244
7,05/01/2019,11651.4961
7,06/01/2019,12773.4043
7,07/01/2019,12333.04
7,08/01/2019,13545.1025
7,09/01/2019,12859.6855
7,10/01/2019,11025.2275
7,11/01/2019,11180.5771
7,12/01/2019,7185.8545
7,13/01/2019,7622.77
7,14/01/2019,8346.126
7,15/01/2019,11413.4316
7,16/01/2019,10701.1777
7,17/01/2019,8828.0322
7,18/01/2019,9070.3828
7,19/01/2019,11341.251
7,20/01/2019,13145.3652
7,21/01/2019,13360.1689
7,22/01/2019,13599.9414
7,23/01/2019,13191.5312
7,24/01/2019,13562.2148
7,25/01/2019,12610.9961
7,26/01/2019,13979.0557
7,27/01/2019,14352.6787
7,28/01/2019,14161.8164
7,29/01/2019,13247.792
7,30/01/2019,13911.667
7,31/01/2019,13781.3145
7,01/02/2019,13350.2744
7,02/02/2019,13021.2793
7,03/02/2019,12633.0859
7,04/02/2019,12454.9668
7,05/02/2019,13188.9268
7,06/02/2019,11764.0693
7,07/02/2019,13161.916
7,08/02/2019,9568.2656
7,09/02/2019,10379.0176
7,10/02/2019,13562.791
7,11/02/2019,11980.6045
7,12/02/2019,10971.2822
7,13/02/2019,8524.876
7,14/02/2019,14803.1494
7,15/02/2019,15568.624
7,16/02/2019,14611.376
7,17/02/2019,15669.9863
7,18/02/2019,16229.4014
7,19/02/2019,16995.127
7,20/02/2019,16701.0098
7,21/02/2019,16847.7715
7,22/02/2019,13583.8242
7,23/02/2019,12176.9199
7,24/02/2019,11997.6855
7,25/02/2019,11047.8877
7,26/02/2019,14669.0537
7,27/02/2019,16667.9648
7,28/02/2019,16096.6621
7,01/03/2019,16165.2393
7,02/03/2019,16206.4502
7,03/03/2019,14522.8809
7,04/03/2019,9078.7129
7,05/03/2019,13999.6904
7,06/03/2019,15022.209
7,07/03/2019,14898.4648
7,08/03/2019,13797.5859
7,09/03/2019,12854.4941
7,10/03/2019,13794.5986
7,11/03/2019,15740.7061
7,12/03/2019,17627.9609
7,13/03/2019,16370.3848
7,14/03/2019,14352.5459
7,15/03/2019,12151.8789
7,16/03/2019,12474.3359
7,17/03/2019,11122.793
7,18/03/2019,13315.6572
7,19/03/2019,16624.0957
7,20/03/2019,17455.8125
7,21/03/2019,12105.9688
7,22/03/2019,13163.0449
7,23/03/2019,16666.877
7,24/03/2019,16904.459
7,25/03/2019,17307.875
7,26/03/2019,18020.9805
7,27/03/2019,17819.5723
7,28/03/2019,17735.9453
7,29/03/2019,16383.9619
7,30/03/2019,13549.583
7,31/03/2019,13927.7803
7,01/04/2019,12980.2686
7,02/04/2019,12492.5713
7,03/04/2019,14096.9629
7,04/04/2019,11606.335
7,05/04/2019,9357.7236
7,06/04/2019,10579.8428
7,07/04/2019,13900.0908
7,08/04/2019,12339.874
7,09/04/2019,14098.5215
7,10/04/2019,16114.8018
7,11/04/2019,17187.6914
7,12/04/2019,17324.0234
7,13/04/2019,17522.9219
7,14/04/2019,16285.8818
7,15/04/2019,15155.8408
7,16/04/2019,13969.9414
7,17/04/2019,13925.79
7,18/04/2019,17360.9082
7,19/04/2019,13137.8662
7,20/04/2019,16170.0762
7,21/04/2019,16818.7988
7,22/04/2019,12861.5352
7,23/04/2019,12634.5469
7,24/04/2019,14585.0303
7,25/04/2019,15982.6211
7,26/04/2019,13455.1338
7,27/04/2019,11909.8125
7,28/04/2019,9891.1221
7,29/04/2019,9627.7236
7,30/04/2019,12425.9424
7,01/05/2019,13216.2734
7,02/05/2019,13868.6973
7,03/05/2019,10083.0068
7,04/05/2019,9361.9043
7,05/05/2019,10954.5967
7,06/05/2019,15876.6543
7,07/05/2019,17945.334
7,08/05/2019,18073.541
7,09/05/2019,14840.2666
7,10/05/2019,17777.0176
7,11/05/2019,14315.6621
7,12/05/2019,14656.7334
7,13/05/2019,15884.21
7,14/05/2019,16033.8115
7,15/05/2019,13094.4922
7,16/05/2019,10442.6357
7,17/05/2019,8391.4307
7,18/05/2019,13566.0049
7,19/05/2019,17253.4746
7,20/05/2019,14623.2354
7,21/05/2019,14964.3896
7,22/05/2019,15405.2432
7,23/05/2019,16867.2031
7,24/05/2019,15839.8809
7,25/05/2019,17363.3926
7,26/05/2019,16536.4121
7,27/05/2019,16373.2744
7,28/05/2019,15726.5186
7,29/05/2019,16435.4941
7,30/05/2019,14557.8535
7,31/05/2019,11533.4355
7,01/06/2019,10546.2051
7,02/06/2019,6590.3462
7,03/06/2019,7162.0723
7,04/06/2019,6207.4155
7,05/06/2019,6482.7144
7,06/06/2019,10480.375
7,07/06/2019,12717.9004
7,08/06/2019,13614.5576
7,09/06/2019,17348.6191
7,10/06/2019,18441.8867
7,11/06/2019,14097.4395
7,12/06/2019,15913.4209
7,13/06/2019,9672.3232
7,14/06/2019,12027.4336
7,15/06/2019,17409.2031
7,16/06/2019,17814
7,17/06/2019,17369
7,18/06/2019,13919
7,19/06/2019,12253
7,20/06/2019,13841
7,21/06/2019,17181
7,22/06/2019,11460
7,23/06/2019,10683
7,24/06/2019,7225
7,25/06/2019,8851
7,26/06/2019,12617
7,27/06/2019,13700
7,28/06/2019,15567
7,29/06/2019,16456
7,30/06/2019,13233
7,01/07/2019,11790
7,02/07/2019,8767
7,03/07/2019,10023
7,04/07/2019,12847
7,05/07/2019,16922
7,06/07/2019,13374
7,07/07/2019,18634
7,08/07/2019,14357
7,09/07/2019,16311
7,10/07/2019,9333
7,11/07/2019,7943
7,12/07/2019,8616
7,13/07/2019,13138
7,14/07/2019,14325
7,15/07/2019,16248
7,16/07/2019,12922.90673
7,17/07/2019,12922.90673
7,18/07/2019,12922.90673
7,19/07/2019,12922.90673
7,20/07/2019,12922.90673
7,21/07/2019,12922.90673
7,22/07/2019,12922.90673
7,23/07/2019,12922.90673
7,24/07/2019,12922.90673
7,25/07/2019,12922.90673
7,26/07/2019,12922.90673
7,27/07/2019,12922.90673
7,28/07/2019,12922.90673
7,29/07/2019,12922.90673
7,30/07/2019,12922.90673
7,31/07/2019,12922.90673
7,01/08/2019,12415.9858
7,02/08/2019,12415.9858
7,03/08/2019,12415.9858
7,04/08/2019,12415.9858
7,05/08/2019,12415.9858
7,06/08/2019,12415.9858
7,07/08/2019,12415.9858
7,08/08/2019,12415.9858
7,09/08/2019,12415.9858
7,10/08/2019,12415.9858
7,11/08/2019,12415.9858
7,12/08/2019,12415.9858
7,13/08/2019,12415.9858
7,14/08/2019,12415.9858
7,15/08/2019,12415.9858
7,16/08/2019,12415.9858
7,17/08/2019,12415.9858
7,18/08/2019,12415.9858
7,19/08/2019,12415.9858
7,20/08/2019,12415.9858
7,21/08/2019,12415.9858
7,22/08/2019,12415.9858
7,23/08/2019,12415.9858
7,24/08/2019,12415.9858
7,25/08/2019,12415.9858
7,26/08/2019,13616
7,27/08/2019,15620
7,28/08/2019,12415.9858
7,29/08/2019,12415.9858
7,30/08/2019,12415.9858
7,31/08/2019,12415.9858
7,01/09/2019,11519.52246
7,02/09/2019,11519.52246
7,03/09/2019,11519.52246
7,04/09/2019,11519.52246
7,05/09/2019,11519.52246
7,06/09/2019,11519.52246
7,07/09/2019,11519.52246
7,08/09/2019,11519.52246
7,09/09/2019,11519.52246
7,10/09/2019,11519.52246
7,11/09/2019,11519.52246
7,12/09/2019,11519.52246
7,13/09/2019,11519.52246
7,14/09/2019,11519.52246
7,15/09/2019,11519.52246
7,16/09/2019,11519.52246
7,17/09/2019,11519.52246
7,18/09/2019,11519.52246
7,19/09/2019,11519.52246
7,20/09/2019,11519.52246
7,21/09/2019,11519.52246
7,22/09/2019,11519.52246
7,23/09/2019,11519.52246
7,24/09/2019,11519.52246
7,25/09/2019,11519.52246
7,26/09/2019,11519.52246
7,27/09/2019,11519.52246
7,28/09/2019,11519.52246
7,29/09/2019,11519.52246
7,30/09/2019,11519.52246
7,01/10/2019,10961.73878
7,02/10/2019,10961.73878
7,03/10/2019,10961.73878
7,04/10/2019,14661
7,05/10/2019,14308
7,06/10/2019,17605
7,07/10/2019,13939
7,08/10/2019,6444
7,09/10/2019,14655
7,10/10/2019,12787
7,11/10/2019,15359
7,12/10/2019,12694
7,13/10/2019,16197
7,14/10/2019,16721
7,15/10/2019,15871
7,16/10/2019,3248
7,17/10/2019,2891
7,18/10/2019,10635
7,19/10/2019,12075
7,20/10/2019,10713
7,21/10/2019,13710
7,22/10/2019,8306
7,23/10/2019,12917
7,24/10/2019,10961.73878
7,25/10/2019,10961.73878
7,26/10/2019,10961.73878
7,27/10/2019,10961.73878
7,28/10/2019,10961.73878
7,29/10/2019,10961.73878
7,30/10/2019,10961.73878
7,31/10/2019,10961.73878
7,01/11/2019,12914.50413
7,02/11/2019,12914.50413
7,03/11/2019,12914.50413
7,04/11/2019,12914.50413
7,05/11/2019,12914.50413
7,06/11/2019,12914.50413
7,07/11/2019,12914.50413
7,08/11/2019,12914.50413
7,09/11/2019,12914.50413
7,10/11/2019,12914.50413
7,11/11/2019,12914.50413
7,12/11/2019,12914.50413
7,13/11/2019,12914.50413
7,14/11/2019,12914.50413
7,15/11/2019,12914.50413
7,16/11/2019,12914.50413
7,17/11/2019,12914.50413
7,18/11/2019,12914.50413
7,19/11/2019,11452
7,20/11/2019,12584
7,21/11/2019,13403
7,22/11/2019,12940
7,23/11/2019,13980
7,24/11/2019,13226
7,25/11/2019,13727
7,26/11/2019,12719
7,27/11/2019,13042
7,28/11/2019,14775
7,29/11/2019,12707
7,30/11/2019,13302
7,01/12/2019,14299
7,02/12/2019,7476
7,03/12/2019,11532.08203
7,04/12/2019,11532.08203
7,05/12/2019,11532.08203
7,06/12/2019,11532.08203
7,07/12/2019,11532.08203
7,08/12/2019,11532.08203
7,09/12/2019,11532.08203
7,10/12/2019,11532.08203
7,11/12/2019,11532.08203
7,12/12/2019,12462
7,13/12/2019,12817
7,14/12/2019,13411
7,15/12/2019,11532.08203
7,16/12/2019,11532.08203
7,17/12/2019,11532.08203
7,18/12/2019,11532.08203
7,19/12/2019,11532.08203
7,20/12/2019,11532.08203
7,21/12/2019,11532.08203
7,22/12/2019,11532.08203
7,23/12/2019,11532.08203
7,24/12/2019,11532.08203
7,25/12/2019,11532.08203
7,26/12/2019,11532.08203
7,27/12/2019,11532.08203
7,28/12/2019,11532.08203
7,29/12/2019,11532.08203
7,30/12/2019,11532.08203
7,31/12/2019,11532.08203
7,01/01/2020,10984.42509
7,02/01/2020,10984.42509
7,03/01/2020,10984.42509
7,04/01/2020,10984.42509
7,05/01/2020,10984.42509
7,06/01/2020,10984.42509
7,07/01/2020,10984.42509
7,08/01/2020,10984.42509
7,09/01/2020,10984.42509
7,10/01/2020,10984.42509
7,25/02/2020,13415
7,26/02/2020,14364
7,27/02/2020,16203
7,28/02/2020,15830
7,29/02/2020,15452
7,01/03/2020,13347
7,02/03/2020,11577
7,03/03/2020,16709
7,04/03/2020,16596
7,05/03/2020,14025
7,06/03/2020,9897
7,07/03/2020,14231
7,08/03/2020,15959
7,09/03/2020,16113
7,10/03/2020,15128
7,11/03/2020,11496
7,12/03/2020,15587
7,13/03/2020,13290
7,14/03/2020,12794
7,15/03/2020,12857
7,16/03/2020,10787
7,17/03/2020,11864
7,18/03/2020,12413
7,19/03/2020,14334
7,20/03/2020,17105
7,21/03/2020,16390
7,22/03/2020,18718
7,23/03/2020,19044
7,24/03/2020,18836
7,25/03/2020,18605
7,26/03/2020,18376
7,27/03/2020,18959
7,28/03/2020,18864
7,29/03/2020,18319
7,30/03/2020,18188
7,31/03/2020,18510
7,01/04/2020,16769
7,02/04/2020,15063
7,03/04/2020,12979
7,04/04/2020,13736
7,05/04/2020,13867
7,06/04/2020,13657
7,07/04/2020,13076
7,08/04/2020,15677
7,09/04/2020,14530
7,10/04/2020,17838
7,11/04/2020,19015
7,12/04/2020,18981
7,13/04/2020,18951
7,14/04/2020,18538
7,15/04/2020,16092
7,16/04/2020,15167
7,17/04/2020,15936
7,18/04/2020,13157
7,19/04/2020,13886
7,20/04/2020,16788
7,21/04/2020,14850
7,22/04/2020,15648
7,23/04/2020,12003
7,24/04/2020,11811
7,25/04/2020,11393
7,26/04/2020,14615
7,27/04/2020,18954
7,28/04/2020,12586
7,29/04/2020,12688
7,30/04/2020,14112
7,01/05/2020,11947
7,02/05/2020,18645
7,03/05/2020,19386
7,04/05/2020,18292
7,05/05/2020,15437
7,06/05/2020,16799
7,07/05/2020,7916
7,08/05/2020,14284
7,09/05/2020,12141
7,10/05/2020,14843
7,11/05/2020,12510
7,12/05/2020,15252
7,13/05/2020,13913
7,14/05/2020,13598
7,15/05/2020,12482
7,16/05/2020,18679
7,17/05/2020,17100
7,18/05/2020,15906
7,19/05/2020,15309
7,20/05/2020,13408
7,21/05/2020,10193
7,22/05/2020,14759
7,23/05/2020,14892
7,24/05/2020,14765
7,25/05/2020,18565
7,26/05/2020,17720
11,08/02/2017,27906
11,09/02/2017,29697
11,10/02/2017,28511
11,11/02/2017,29932
11,12/02/2017,28284
11,13/02/2017,25232
11,14/02/2017,28553
11,15/02/2017,29696
11,16/02/2017,29291
11,17/02/2017,31344
11,18/02/2017,30489
11,19/02/2017,28394
11,20/02/2017,31009
11,21/02/2017,24029
11,22/02/2017,29312
11,23/02/2017,29698
11,24/02/2017,30664
11,25/02/2017,28628
11,26/02/2017,26862
11,27/02/2017,29368
11,28/02/2017,28435
11,01/03/2017,29758
11,02/03/2017,29382
11,03/03/2017,27368
11,04/03/2017,22478
11,05/03/2017,26638
11,06/03/2017,23417
11,07/03/2017,23116
11,08/03/2017,24769
11,09/03/2017,24225
11,10/03/2017,27022
11,11/03/2017,25905
11,12/03/2017,20728
11,13/03/2017,23779
11,14/03/2017,26900
11,21/04/2017,9647.373
11,22/04/2017,26128.7988
11,23/04/2017,22845.6387
11,24/04/2017,22929.2344
11,25/04/2017,24091.0332
11,26/04/2017,27199.9062
11,27/04/2017,20100.2676
11,28/04/2017,19136.5996
11,29/04/2017,21598.3691
11,30/04/2017,27290.6152
11,01/05/2017,22256.6172
11,02/05/2017,15924.1406
11,03/05/2017,19286.2676
11,04/05/2017,17862.8613
11,05/05/2017,16702.8926
11,06/05/2017,21612.7852
11,07/05/2017,18871.9219
11,08/05/2017,14788.5156
11,09/05/2017,17267.4668
11,10/05/2017,18658.9199
11,11/05/2017,23303.8379
11,12/05/2017,18889.0195
11,13/05/2017,22719.1172
11,14/05/2017,18106.5938
11,15/05/2017,23432.4297
11,16/05/2017,20185.9668
11,17/05/2017,21238.668
11,18/05/2017,19488.1777
11,19/05/2017,21155.8477
11,20/05/2017,22284.2734
11,21/05/2017,24112.6055
11,22/05/2017,21743.0156
11,23/05/2017,23817.6934
11,24/05/2017,16595.25
11,25/05/2017,18156.9336
11,26/05/2017,25333.0039
11,27/05/2017,22558.7793
11,28/05/2017,22380.332
11,29/05/2017,19048.0996
11,30/05/2017,22512.584
11,31/05/2017,15515.2529
11,01/06/2017,14851.9541
11,02/06/2017,23921.4746
11,03/06/2017,24854.7539
11,04/06/2017,24380.3926
11,05/06/2017,17179.7148
11,06/06/2017,15596.6074
11,07/06/2017,18017.6621
11,08/06/2017,23457.6426
11,09/06/2017,19126.4883
11,10/06/2017,15946.2617
11,11/06/2017,26187.8242
11,12/06/2017,26940.6211
11,13/06/2017,23819.6875
11,14/06/2017,14880.7627
11,15/06/2017,23150.4883
11,16/06/2017,26284.7637
11,17/06/2017,26537.3105
11,18/06/2017,26490.1504
11,19/06/2017,25006.3418
11,20/06/2017,22607.584
11,21/06/2017,26073.082
11,22/06/2017,23447.1172
11,23/06/2017,25977.5938
11,24/06/2017,19018.3574
11,25/06/2017,9349.1309
11,26/06/2017,15049.8057
11,27/06/2017,15420.8936
11,28/06/2017,16904.207
11,29/06/2017,10866.127
11,30/06/2017,14092.6787
11,01/07/2017,12413.0498
11,02/07/2017,22018.0254
11,03/07/2017,13993.79
11,04/07/2017,13391.9775
11,05/07/2017,20502.0566
11,06/07/2017,20701.8633
11,07/07/2017,14463.6865
11,08/07/2017,14333.8701
11,09/07/2017,9367.0449
11,10/07/2017,10326.7627
11,11/07/2017,9078.7266
11,12/07/2017,16077.1875
11,13/07/2017,19822.375
11,14/07/2017,25002.0098
11,15/07/2017,25563.9004
11,16/07/2017,25573.6641
11,17/07/2017,21380.2266
11,18/07/2017,14172.25
11,19/07/2017,16024.0479
11,20/07/2017,19721.6172
11,21/07/2017,19718.0215
11,22/07/2017,19622.2148
11,23/07/2017,16441.1543
11,24/07/2017,15787.9912
11,25/07/2017,12676.0303
11,26/07/2017,15823.792
11,27/07/2017,17773.5684
11,28/07/2017,26032.7305
11,29/07/2017,26678.6152
11,30/07/2017,27051.8828
11,31/07/2017,26573.1602
11,01/08/2017,22412.8281
11,02/08/2017,21025.7344
11,03/08/2017,19414.377
11,04/08/2017,17394.0938
11,05/08/2017,20834.1191
11,06/08/2017,22287.9297
11,07/08/2017,26354.9727
11,08/08/2017,24970.3613
11,09/08/2017,17831.793
11,10/08/2017,4753.7217
11,11/08/2017,20936.7988
11,12/08/2017,19358.1641
11,13/08/2017,21804.3086
11,14/08/2017,20413.3379
11,15/08/2017,22916.6797
11,16/08/2017,19306.5566
11,17/08/2017,15362.957
11,18/08/2017,25379.9219
11,19/08/2017,23269.5781
11,20/08/2017,23027.2871
11,21/08/2017,20872.4023
11,22/08/2017,21555.3887
11,23/08/2017,20953.9629
11,24/08/2017,23812.0781
11,25/08/2017,13686.0967
11,26/08/2017,16071.7256
11,27/08/2017,14387.7734
11,28/08/2017,15842.4062
11,29/08/2017,8840.9062
11,30/08/2017,8246.583
11,31/08/2017,11376.1787
11,01/09/2017,13160.2656
11,02/09/2017,10137.6553
11,03/09/2017,14566.4531
11,04/09/2017,11190.4297
11,05/09/2017,10906.7236
11,06/09/2017,12815.2559
11,07/09/2017,13542.6553
11,08/09/2017,15384.6729
11,09/09/2017,7170.6719
11,10/09/2017,8583.4443
11,11/09/2017,26969.3789
11,12/09/2017,27383.3984
11,13/09/2017,18409.3535
11,14/09/2017,21794.4004
11,15/09/2017,12863.5645
11,16/09/2017,22946.9355
11,17/09/2017,22920.8711
11,18/09/2017,21696.1523
11,19/09/2017,23557.1172
11,20/09/2017,15619.8418
11,21/09/2017,15062.3809
11,22/09/2017,13885.0576
11,23/09/2017,14394.293
11,24/09/2017,12738.6934
11,25/09/2017,12028.5938
11,26/09/2017,18032.5898
11,27/09/2017,16042.4502
11,28/09/2017,7064.6514
11,29/09/2017,5222.4624
11,30/09/2017,4919.8623
11,01/10/2017,14336.582
11,02/10/2017,11811.0596
11,03/10/2017,10495.8457
11,04/10/2017,5730.6523
11,05/10/2017,16302.4482
11,06/10/2017,19290.7969
11,07/10/2017,22728.6855
11,08/10/2017,19272.6094
11,09/10/2017,21567.9238
11,10/10/2017,18666.8301
11,11/10/2017,11395.1709
11,12/10/2017,7838.8872
11,13/10/2017,16391.4395
11,14/10/2017,19262.3398
11,15/10/2017,20908.7031
11,16/10/2017,11197.1963
11,17/10/2017,13199.9561
11,18/10/2017,20214.1855
11,19/10/2017,19039.9355
11,20/10/2017,22470.7734
11,21/10/2017,22554.6348
11,22/10/2017,21548.2148
11,23/10/2017,12930.9141
11,24/10/2017,16070.2227
11,25/10/2017,15314.4307
11,26/10/2017,22468.5977
11,27/10/2017,22947.8945
11,28/10/2017,20359.6582
11,29/10/2017,18111.6074
11,30/10/2017,18312.6582
11,31/10/2017,15923.4941
11,01/11/2017,19420.6074
11,02/11/2017,20299.0332
11,03/11/2017,22256.5918
11,04/11/2017,23510.6387
11,05/11/2017,23332.2148
11,06/11/2017,22503.7598
11,07/11/2017,23069.498
11,08/11/2017,22656.6152
11,09/11/2017,21284.168
11,10/11/2017,21558.5059
11,11/11/2017,20320.6582
11,12/11/2017,20579.8105
11,13/11/2017,22172.1133
11,14/11/2017,19475.8516
11,15/11/2017,21093.959
11,16/11/2017,21497.8809
11,17/11/2017,20930.9375
11,18/11/2017,21112.2305
11,19/11/2017,16590.4863
11,20/11/2017,18351.4551
11,21/11/2017,19278.1719
11,22/11/2017,19388.2812
11,23/11/2017,19404.3633
11,24/11/2017,19142.7969
11,25/11/2017,19330.6445
11,26/11/2017,20598.9805
11,27/11/2017,20027.709
11,28/11/2017,19129.4766
11,29/11/2017,19626.8672
11,30/11/2017,18662.5352
11,01/12/2017,18753.6426
11,02/12/2017,16992.0625
11,03/12/2017,17451.4336
11,04/12/2017,17622.1738
11,05/12/2017,17364.1191
11,06/12/2017,17852.3516
11,07/12/2017,17188.0547
11,08/12/2017,18887.0938
11,09/12/2017,14579.2539
11,10/12/2017,19178.3301
11,11/12/2017,18474.9727
11,12/12/2017,18668.373
11,13/12/2017,17271.8574
11,14/12/2017,14788.9639
11,15/12/2017,17238.4316
11,16/12/2017,14478.9824
11,17/12/2017,11430.5225
11,18/12/2017,15637.0049
11,19/12/2017,14498.918
11,20/12/2017,15839.2324
11,21/12/2017,16338.6172
11,22/12/2017,16120.918
11,23/12/2017,15626.166
11,24/12/2017,16673.8574
11,25/12/2017,16705.5977
11,26/12/2017,16529.8828
11,27/12/2017,16583.2949
11,28/12/2017,16008.3135
11,29/12/2017,15662.2305
11,30/12/2017,14952.5811
11,31/12/2017,13805.1123
11,01/01/2018,14899.873
11,02/01/2018,14702.5967
11,03/01/2018,13586.1953
11,04/01/2018,14674.4463
11,05/01/2018,15223.8701
11,06/01/2018,16251.1104
11,07/01/2018,16773.625
11,08/01/2018,16421.3789
11,09/01/2018,17268.4766
11,10/01/2018,16109.29
11,11/01/2018,15263.3291
11,12/01/2018,16196.4453
11,13/01/2018,17069.6426
11,14/01/2018,17140.3418
11,15/01/2018,15987.6504
11,16/01/2018,15624.5479
11,17/01/2018,14628.7109
11,18/01/2018,13869.0488
11,19/01/2018,13759.6455
11,20/01/2018,15639.9648
11,21/01/2018,15533.5752
11,22/01/2018,14135.1328
11,23/01/2018,12912.7783
11,24/01/2018,11252.8818
11,25/01/2018,14242.1533
11,26/01/2018,16175.6807
11,27/01/2018,16527.3613
11,28/01/2018,6567.582
11,29/01/2018,2742.6404
11,30/01/2018,15132.6328
11,31/01/2018,14854.0137
11,01/02/2018,17903.2832
11,02/02/2018,21495.625
11,03/02/2018,18740.4531
11,04/02/2018,20463.1934
11,05/02/2018,18912.3164
11,06/02/2018,18328.0801
11,07/02/2018,16650.8398
11,08/02/2018,14386.7246
11,09/02/2018,10347.6172
11,10/02/2018,15231.8711
11,11/02/2018,18875.7559
11,12/02/2018,18121.3457
11,13/02/2018,21108.8887
11,14/02/2018,20472.8262
11,15/02/2018,22710.291
11,16/02/2018,22515.7402
11,17/02/2018,22369.4824
11,18/02/2018,21912.6738
11,19/02/2018,17387.1836
11,20/02/2018,12595.8535
11,21/02/2018,11254.7656
11,22/02/2018,18128.002
11,23/02/2018,17540.3008
11,24/02/2018,16718.4746
11,25/02/2018,20931.791
11,26/02/2018,19709.916
11,27/02/2018,20560.3438
11,28/02/2018,22027.9629
11,01/03/2018,21186.6914
11,02/03/2018,21317.4121
11,03/03/2018,22804.1953
11,04/03/2018,23303.7852
11,05/03/2018,20125.8574
11,06/03/2018,15594.6055
11,07/03/2018,16507.3574
11,08/03/2018,18440.9707
11,09/03/2018,24008.3906
11,10/03/2018,21393.668
11,11/03/2018,23997.6055
11,12/03/2018,21418.1387
11,13/03/2018,24632.9238
11,14/03/2018,19398.1758
11,15/03/2018,22571.3281
11,16/03/2018,18868.1484
11,17/03/2018,19206.2559
11,18/03/2018,20928.5547
11,19/03/2018,22573.7832
11,20/03/2018,21600.9277
11,21/03/2018,19799.959
11,22/03/2018,24846.7246
11,23/03/2018,25522.4941
11,24/03/2018,26188.123
11,25/03/2018,26149.6172
11,26/03/2018,23570.5195
11,27/03/2018,22145.9785
11,28/03/2018,24895.5059
11,29/03/2018,24072.1191
11,30/03/2018,15086.9541
11,31/03/2018,19981.0645
11,01/04/2018,26435.9199
11,02/04/2018,20185.084
11,03/04/2018,14558.4004
11,04/04/2018,23096.3301
11,05/04/2018,19519.584
11,06/04/2018,18248.8809
11,07/04/2018,23507.2207
11,08/04/2018,22319.7637
11,09/04/2018,15982.0234
11,10/04/2018,20226.7734
11,11/04/2018,16639.2305
11,12/04/2018,18098.3418
11,13/04/2018,22424.7812
11,14/04/2018,26745.6543
11,15/04/2018,21333.4707
11,16/04/2018,21448.6094
11,17/04/2018,24252.209
11,18/04/2018,20945.4375
11,19/04/2018,26116.9395
11,20/04/2018,25807.9258
11,21/04/2018,22144.4141
11,22/04/2018,22728.3203
11,23/04/2018,18884.1348
11,24/04/2018,12772.1387
11,25/04/2018,14733.9932
11,26/04/2018,17794.6895
11,27/04/2018,20060.8359
11,28/04/2018,20055.9102
11,29/04/2018,19160.1465
11,30/04/2018,15666.1475
11,01/05/2018,19773.2598
11,02/05/2018,18192.9219
11,03/05/2018,19898.8652
11,04/05/2018,19683.3867
11,05/05/2018,17934.9883
11,06/05/2018,14309.8066
11,07/05/2018,11370.4756
11,08/05/2018,6809.1719
11,09/05/2018,27820.8672
