id,fecha,produccion(Wh)
2,17/06/2018,21847
2,18/06/2018,10354
2,19/06/2018,20561
2,20/06/2018,24175.2871
2,21/06/2018,23498.6973
2,22/06/2018,30941.5977
2,23/06/2018,29721.7559
2,24/06/2018,29368.3301
2,25/06/2018,34151.8086
2,26/06/2018,19080.5332
2,27/06/2018,8499.9648
2,28/06/2018,28943.5566
2,29/06/2018,25994.2188
2,30/06/2018,33200.625
2,01/07/2018,32826.6016
2,02/07/2018,31298.0957
2,03/07/2018,30754.3242
2,04/07/2018,31929.752
2,05/07/2018,32387.8809
2,06/07/2018,19457.502
2,07/07/2018,24251.0195
2,08/07/2018,21697.5352
2,09/07/2018,29445.416
2,10/07/2018,29003.0254
2,11/07/2018,28258.4004
2,12/07/2018,34119.8906
2,13/07/2018,30328.3398
2,14/07/2018,29549.6836
2,15/07/2018,33348.5
2,16/07/2018,33566.8125
2,17/07/2018,30260.9141
2,18/07/2018,32585.8379
2,19/07/2018,32750.834
2,20/07/2018,28754.6465
2,21/07/2018,29965.334
2,22/07/2018,28210.8984
2,23/07/2018,30509.8379
2,24/07/2018,31261.7969
2,25/07/2018,32389.0605
2,26/07/2018,29875.8047
2,27/07/2018,29922.9609
2,28/07/2018,32357.3105
2,29/07/2018,28654.4668
2,30/07/2018,31576.7363
2,31/07/2018,26149.3711
2,01/08/2018,23714.041
2,02/08/2018,22250.5371
2,03/08/2018,20471.9102
2,04/08/2018,28457.3242
2,05/08/2018,29518.0059
2,06/08/2018,20888.8066
2,07/08/2018,28697.2012
2,08/08/2018,23942.1895
2,09/08/2018,26709.959
2,10/08/2018,29258.0195
2,11/08/2018,23324.2969
2,12/08/2018,15840.9355
2,13/08/2018,22419.1738
2,14/08/2018,26936.293
2,15/08/2018,19235.5879
2,16/08/2018,30833.4609
2,17/08/2018,28927.625
2,18/08/2018,24156.957
2,19/08/2018,29314.2734
2,20/08/2018,24269.2656
2,21/08/2018,21172.1348
2,22/08/2018,18493.7109
2,23/08/2018,26352.1602
2,24/08/2018,28874.002
2,25/08/2018,24304.2051
2,26/08/2018,28263.9922
2,27/08/2018,26360.6367
2,28/08/2018,16975.7305
2,29/08/2018,30319.291
2,30/08/2018,22551.2949
2,31/08/2018,29724.5293
2,01/09/2018,28574
2,02/09/2018,33239
2,03/09/2018,28865
2,04/09/2018,27817
2,05/09/2018,21658
2,06/09/2018,17359
2,07/09/2018,25112
2,08/09/2018,26726
2,09/09/2018,32264
2,10/09/2018,28841
2,11/09/2018,20323
2,12/09/2018,25299
2,13/09/2018,18371
2,14/09/2018,17115
2,15/09/2018,22012
2,16/09/2018,16479
2,17/09/2018,19047
2,18/09/2018,22408
2,19/09/2018,25297
2,20/09/2018,31671
2,21/09/2018,30187
2,22/09/2018,24023
2,23/09/2018,25641
2,24/09/2018,27964
2,25/09/2018,27468
2,26/09/2018,25159
2,27/09/2018,22343
2,28/09/2018,20713
2,29/09/2018,22090
2,30/09/2018,24457
2,01/10/2018,22211
2,02/10/2018,21947
2,03/10/2018,18208
2,04/10/2018,21631
2,05/10/2018,30293
2,06/10/2018,23789
2,07/10/2018,20555
2,08/10/2018,20405
2,09/10/2018,27682
2,10/10/2018,21181
2,11/10/2018,21018
2,12/10/2018,21675
2,13/10/2018,16849
2,14/10/2018,23742
2,15/10/2018,22687
2,16/10/2018,22636
2,17/10/2018,8708
2,18/10/2018,10553
2,19/10/2018,17158
2,20/10/2018,15267
2,21/10/2018,4847
2,22/10/2018,25396
2,23/10/2018,22462
2,24/10/2018,29332
2,25/10/2018,25890
2,26/10/2018,26103
2,27/10/2018,16319
2,28/10/2018,20864
2,29/10/2018,16247
2,30/10/2018,22883
2,31/10/2018,21819
2,01/11/2018,18302
2,02/11/2018,13939
2,03/11/2018,17863
2,04/11/2018,7027
2,05/11/2018,25612
2,06/11/2018,26882
2,07/11/2018,26879
2,08/11/2018,27430
2,09/11/2018,26525
2,10/11/2018,25714
2,11/11/2018,23366
2,12/11/2018,21922
2,13/11/2018,13347
2,14/11/2018,5817
2,15/11/2018,24155
2,16/11/2018,27061
2,17/11/2018,27204
2,18/11/2018,22282
2,19/11/2018,27525
2,20/11/2018,25835
2,21/11/2018,25227
2,22/11/2018,25337
2,23/11/2018,24807
2,24/11/2018,24612
2,25/11/2018,25024
2,26/11/2018,17752
2,27/11/2018,21116
2,28/11/2018,9742
2,29/11/2018,11468
2,30/11/2018,22382
2,01/12/2018,26807
2,02/12/2018,26717
2,03/12/2018,24238
2,04/12/2018,22239
2,05/12/2018,9763
2,06/12/2018,23302
2,07/12/2018,24753
2,08/12/2018,25748
2,09/12/2018,22239
2,10/12/2018,14402
2,11/12/2018,17283
2,12/12/2018,21016
2,13/12/2018,19610
2,14/12/2018,23662
2,15/12/2018,22562
2,16/12/2018,24570
2,17/12/2018,20237
2,18/12/2018,22447
2,19/12/2018,25725
2,20/12/2018,26070
2,21/12/2018,24536
2,22/12/2018,24259
2,23/12/2018,23745
2,24/12/2018,23829
2,25/12/2018,19671
2,26/12/2018,16575
2,27/12/2018,23259
2,28/12/2018,17158
2,29/12/2018,22592
2,30/12/2018,22438
2,31/12/2018,21303
2,01/01/2019,22832
2,02/01/2019,18678
2,03/01/2019,17738
2,04/01/2019,21215
2,05/01/2019,21312
2,06/01/2019,22214
2,07/01/2019,22479
2,08/01/2019,23400
2,09/01/2019,23444
2,10/01/2019,19367
2,11/01/2019,20596
2,12/01/2019,14165
2,13/01/2019,15576
2,14/01/2019,14919
2,15/01/2019,22885
2,16/01/2019,22298
2,17/01/2019,17997
2,18/01/2019,18965
2,19/01/2019,23234
2,20/01/2019,24971
2,21/01/2019,25897
2,22/01/2019,25416
2,23/01/2019,26150
2,24/01/2019,25694
2,25/01/2019,23978
2,26/01/2019,26374
2,27/01/2019,27202
2,28/01/2019,27294
2,29/01/2019,24926
2,30/01/2019,26777
2,31/01/2019,27091
2,01/02/2019,25139
2,02/02/2019,24768
2,03/02/2019,24545
2,04/02/2019,24615
2,05/02/2019,25344
2,06/02/2019,23186
2,07/02/2019,25079
2,08/02/2019,18243
2,09/02/2019,20111
2,10/02/2019,25750
2,11/02/2019,23439
2,12/02/2019,22493
2,13/02/2019,16915
2,14/02/2019,27450
2,15/02/2019,28774
2,16/02/2019,27702
2,17/02/2019,29667
2,18/02/2019,29953
2,19/02/2019,31296
2,20/02/2019,31063
2,21/02/2019,31426
2,22/02/2019,26254
2,23/02/2019,23221
2,24/02/2019,24541
2,25/02/2019,21725
2,26/02/2019,28259
2,27/02/2019,31577
2,28/02/2019,30302
2,01/03/2019,30682
2,02/03/2019,30089
2,03/03/2019,27812
2,04/03/2019,18341
2,05/03/2019,26888
2,06/03/2019,28237
2,07/03/2019,29643
2,08/03/2019,27117
2,09/03/2019,26554
2,10/03/2019,27536
2,11/03/2019,29595
2,12/03/2019,32440
2,13/03/2019,31452
2,14/03/2019,26985
2,15/03/2019,23920
2,16/03/2019,23546
2,17/03/2019,21093
2,18/03/2019,25050
2,19/03/2019,30561
2,20/03/2019,32912
2,21/03/2019,23500
2,22/03/2019,26653
2,23/03/2019,32509
2,24/03/2019,32306
2,25/03/2019,32639
2,26/03/2019,34040
2,27/03/2019,33743
2,28/03/2019,33528
2,29/03/2019,31187
2,30/03/2019,26423
2,31/03/2019,26991
2,01/04/2019,24820
2,02/04/2019,23418
2,03/04/2019,29757
2,04/04/2019,24503
2,05/04/2019,19266
2,06/04/2019,23041
2,07/04/2019,29790
2,08/04/2019,27958
2,09/04/2019,27109
2,10/04/2019,31765
2,11/04/2019,34150
2,12/04/2019,34677
2,13/04/2019,34543
2,14/04/2019,32410
2,15/04/2019,30164
2,16/04/2019,30144
2,17/04/2019,28302
2,18/04/2019,29442
2,19/04/2019,27536
2,20/04/2019,32947
2,21/04/2019,33527
2,22/04/2019,27284
2,23/04/2019,26063
2,24/04/2019,29912
2,25/04/2019,32194
2,26/04/2019,28224
2,27/04/2019,24912
2,28/04/2019,19839
2,29/04/2019,19922
2,30/04/2019,24956
2,01/05/2019,28001
2,02/05/2019,28374
2,03/05/2019,20685
2,04/05/2019,20165
2,05/05/2019,23135
2,06/05/2019,31815
2,07/05/2019,35260
2,08/05/2019,35489
2,09/05/2019,28394
2,10/05/2019,35593
2,11/05/2019,28885
2,12/05/2019,29332
2,13/05/2019,30801
2,14/05/2019,31647
2,15/05/2019,27052
2,16/05/2019,21389
2,17/05/2019,18200
2,18/05/2019,26998
2,19/05/2019,34670
2,20/05/2019,29525
2,21/05/2019,30032
2,22/05/2019,31264
2,23/05/2019,33020
2,24/05/2019,30849
2,25/05/2019,33746
2,26/05/2019,31734
2,27/05/2019,32522
2,28/05/2019,31520
2,29/05/2019,30013
2,30/05/2019,29698
2,31/05/2019,22154
2,01/06/2019,23073
2,02/06/2019,13786
2,03/06/2019,15004
2,04/06/2019,12349
2,05/06/2019,16531
2,06/06/2019,20207
2,07/06/2019,26515
2,08/06/2019,28495
2,09/06/2019,35425
2,10/06/2019,36659
2,11/06/2019,28311
2,12/06/2019,33434
2,13/06/2019,18036
2,14/06/2019,23634
2,15/06/2019,35478
2,16/06/2019,34466
2,17/06/2019,33762
2,18/06/2019,27870
2,19/06/2019,25237
2,20/06/2019,28157
2,21/06/2019,30691
2,22/06/2019,24160
2,23/06/2019,21717
2,24/06/2019,14343
2,25/06/2019,16549
2,26/06/2019,24272
2,27/06/2019,28004
2,28/06/2019,28690
2,29/06/2019,27555
2,30/06/2019,28967
2,01/07/2019,22958
2,02/07/2019,19101
2,03/07/2019,19776
2,04/07/2019,26891
2,05/07/2019,32167
2,06/07/2019,28237
2,07/07/2019,32318
2,08/07/2019,28721
2,09/07/2019,32363
2,10/07/2019,19887
2,11/07/2019,17913
2,12/07/2019,18512
2,13/07/2019,24670
2,14/07/2019,27252
2,15/07/2019,30950
2,16/07/2019,29606
2,17/07/2019,21456
2,18/07/2019,27492
2,19/07/2019,25557
2,20/07/2019,25820
2,21/07/2019,22949
2,22/07/2019,30154
2,23/07/2019,25931
2,24/07/2019,20662
2,25/07/2019,12200
2,26/07/2019,16946
2,27/07/2019,31532
2,28/07/2019,31112
2,29/07/2019,28420
2,30/07/2019,28289
2,31/07/2019,30455
2,01/08/2019,34540
2,02/08/2019,31867
2,03/08/2019,37164
2,04/08/2019,28362
2,05/08/2019,22480
2,06/08/2019,22794
2,07/08/2019,12519
2,08/08/2019,34249
2,09/08/2019,24351
2,10/08/2019,27502
2,11/08/2019,30198
2,12/08/2019,31404
2,13/08/2019,31884
2,14/08/2019,33999
2,15/08/2019,33878
2,16/08/2019,34245
2,17/08/2019,27750
2,18/08/2019,29155
2,19/08/2019,15661
2,20/08/2019,31599
2,21/08/2019,27332
2,22/08/2019,20984
2,23/08/2019,20146
2,24/08/2019,25352
2,25/08/2019,30626
2,26/08/2019,26569
2,27/08/2019,28412
2,28/08/2019,28107
2,29/08/2019,33021
2,30/08/2019,30914
2,31/08/2019,35409
2,01/09/2019,35843
2,02/09/2019,30171
2,03/09/2019,27439
2,04/09/2019,17578
2,05/09/2019,25459
2,06/09/2019,26003
2,07/09/2019,27968
2,08/09/2019,33775
2,09/09/2019,27985
2,10/09/2019,18964
2,11/09/2019,23132
2,12/09/2019,22588
2,13/09/2019,9557
2,14/09/2019,13492
2,15/09/2019,34086
2,16/09/2019,28213
2,17/09/2019,30496
2,18/09/2019,17512
2,19/09/2019,25207
2,20/09/2019,26764
2,21/09/2019,31748
2,22/09/2019,29109
2,23/09/2019,32060
2,24/09/2019,28367
2,25/09/2019,18057
2,26/09/2019,30417
2,27/09/2019,29711
2,28/09/2019,23336
2,29/09/2019,12717
2,30/09/2019,19292
2,01/10/2019,22556
2,02/10/2019,29853
2,03/10/2019,27783
2,04/10/2019,26575
2,05/10/2019,27286
2,06/10/2019,32462
2,07/10/2019,27330
2,08/10/2019,12376
2,09/10/2019,27831
2,01/11/2019,22505
2,02/11/2019,11429
2,03/11/2019,18320
2,04/11/2019,24387
2,05/11/2019,23710
2,06/11/2019,20892
2,07/11/2019,28066
2,08/11/2019,25551
2,09/11/2019,26875
2,10/11/2019,26619
2,11/11/2019,23014
2,12/11/2019,18167
2,13/11/2019,17053
2,14/11/2019,24497
2,15/11/2019,19801
2,16/11/2019,17001
2,17/11/2019,23913
2,18/11/2019,22327
2,19/11/2019,23283
2,20/11/2019,24130
2,21/11/2019,22933
2,22/11/2019,24244
2,23/11/2019,25294
2,24/11/2019,24284
2,25/11/2019,24548
2,26/11/2019,23818
2,27/11/2019,23712
2,28/11/2019,25039
2,29/11/2019,22618
2,30/11/2019,23210
2,01/12/2019,24831
2,02/12/2019,18897
2,03/12/2019,24719
2,04/12/2019,23702
2,05/12/2019,23633
2,06/12/2019,24702
2,07/12/2019,24582
2,08/12/2019,23457
2,09/12/2019,23364
2,10/12/2019,21998
2,11/12/2019,18358
2,12/12/2019,22153
2,13/12/2019,22327
2,14/12/2019,23264
2,15/12/2019,21618
2,16/12/2019,22506
2,17/12/2019,18797
2,18/12/2019,13913
2,19/12/2019,20295
2,20/12/2019,12870
2,21/12/2019,11861
2,22/12/2019,6694
2,23/12/2019,20429
2,24/12/2019,23556
2,25/12/2019,21882
2,26/12/2019,21909
2,27/12/2019,20135
2,28/12/2019,17843
2,29/12/2019,13516
2,30/12/2019,22737
2,31/12/2019,22695
2,01/01/2020,23156
2,02/01/2020,15184
2,03/01/2020,19452
2,04/01/2020,21628
2,05/01/2020,23587
2,07/01/2020,22026
2,08/01/2020,21815
2,09/01/2020,21863
2,10/01/2020,23044
2,11/01/2020,22014
2,12/01/2020,21219
2,13/01/2020,21833
2,14/01/2020,21021
2,15/01/2020,21153
2,16/01/2020,18706
2,17/01/2020,19600
2,18/01/2020,18676
2,19/01/2020,6605
2,20/01/2020,4274
2,21/01/2020,25031
2,22/01/2020,26675
2,23/01/2020,14192
2,24/01/2020,18379
2,25/01/2020,26668
2,26/01/2020,23636
2,27/01/2020,27626
2,28/01/2020,26748
2,29/01/2020,27534
2,30/01/2020,24326
2,31/01/2020,24658
2,01/02/2020,20222
2,02/02/2020,16807
2,03/02/2020,13354
2,04/02/2020,18898
2,05/02/2020,19417
2,06/02/2020,29094
2,07/02/2020,25647
2,08/02/2020,26406
2,09/02/2020,28288
2,10/02/2020,26837
2,11/02/2020,26873
2,12/02/2020,28502
2,13/02/2020,20921
2,14/02/2020,24427
2,15/02/2020,27368
2,16/02/2020,28923
2,17/02/2020,29312
2,18/02/2020,28971
2,19/02/2020,28966
2,20/02/2020,29231
2,21/02/2020,28335
2,22/02/2020,27925
2,23/02/2020,25157
2,24/02/2020,29279
2,25/02/2020,29035
2,26/02/2020,27864
2,27/02/2020,27861
2,28/02/2020,27745
2,29/02/2020,26856
2,01/03/2020,23493
2,02/03/2020,22988
2,03/03/2020,29247
2,04/03/2020,29459
2,05/03/2020,24567
2,06/03/2020,16460
2,07/03/2020,25104
2,08/03/2020,27478
2,09/03/2020,27480
2,10/03/2020,25943
2,11/03/2020,19562
2,12/03/2020,27031
2,13/03/2020,23245
2,14/03/2020,24949
2,15/03/2020,25288
2,16/03/2020,22008
2,17/03/2020,22827
2,18/03/2020,25086
2,19/03/2020,28053
2,20/03/2020,31714
2,21/03/2020,30379
2,22/03/2020,32876
2,23/03/2020,33851
2,24/03/2020,33395
2,25/03/2020,32655
2,26/03/2020,32278
2,27/03/2020,32079
2,28/03/2020,32360
2,29/03/2020,31743
2,30/03/2020,31764
2,31/03/2020,32417
2,01/04/2020,29344
2,02/04/2020,27299
2,03/04/2020,23922
2,04/04/2020,24764
2,05/04/2020,27090
2,06/04/2020,26913
2,07/04/2020,23389
2,08/04/2020,28378
2,09/04/2020,26726
2,10/04/2020,30824
2,11/04/2020,33973
2,12/04/2020,33310
2,13/04/2020,33928
2,14/04/2020,33424
2,15/04/2020,29504
2,16/04/2020,26924
2,17/04/2020,28332
2,18/04/2020,24514
2,19/04/2020,25465
2,20/04/2020,31312
2,21/04/2020,27736
2,22/04/2020,28914
2,23/04/2020,24816
2,24/04/2020,22282
2,25/04/2020,22996
2,26/04/2020,25337
2,27/04/2020,34599
2,28/04/2020,25016
2,29/04/2020,24501
2,30/04/2020,28171
2,01/05/2020,24012
2,02/05/2020,34834
2,03/05/2020,35822
2,04/05/2020,34377
2,05/05/2020,29001
2,06/05/2020,31475
2,07/05/2020,14688
2,08/05/2020,25656
2,09/05/2020,25546
2,10/05/2020,28693
2,11/05/2020,24174
2,12/05/2020,29743
2,13/05/2020,26678
2,14/05/2020,25636
2,15/05/2020,25130
2,16/05/2020,35587
2,17/05/2020,32391
2,18/05/2020,29232
2,19/05/2020,27957
2,20/05/2020,26034
2,21/05/2020,20843
2,22/05/2020,27823
2,23/05/2020,29002
2,24/05/2020,28678
2,25/05/2020,34242
2,26/05/2020,32361
3,19/05/2016,30878.1074
3,20/05/2016,35004.3398
3,21/05/2016,31424.25
3,22/05/2016,33839.7734
3,23/05/2016,30414.4082
3,24/05/2016,28833.0312
3,25/05/2016,35548.543
3,26/05/2016,22214.2715
3,27/05/2016,27620.7754
3,28/05/2016,32826.3359
3,29/05/2016,36091.7422
3,30/05/2016,33176.5977
3,31/05/2016,29572.6758
3,01/06/2016,20670.1133
3,02/06/2016,25573.3066
3,03/06/2016,18487.498
3,04/06/2016,18914.0469
3,05/06/2016,30797
3,06/06/2016,22674.1953
3,07/06/2016,24259.6074
3,08/06/2016,28027.2734
3,09/06/2016,26553.6855
3,10/06/2016,23996.168
3,11/06/2016,20891.4707
3,12/06/2016,30968.8906
3,13/06/2016,25472.6328
3,14/06/2016,25483.6289
3,15/06/2016,38392.2227
3,16/06/2016,28779.9492
3,17/06/2016,31780.3848
3,18/06/2016,32187.0586
3,19/06/2016,30762.8105
3,20/06/2016,17660.2129
3,21/06/2016,19695.9824
3,22/06/2016,34860.3906
3,23/06/2016,26776.5547
3,24/06/2016,22987.9844
3,25/06/2016,23184.3691
3,26/06/2016,23301.4121
3,27/06/2016,29982.416
3,28/06/2016,35191.5391
3,29/06/2016,24731.6172
3,30/06/2016,29596.9824
3,01/07/2016,21757.334
3,02/07/2016,28972.084
3,03/07/2016,32470.3984
3,04/07/2016,27264.0332
3,05/07/2016,28760.8945
3,06/07/2016,26388.7207
3,07/07/2016,31791.5938
3,08/07/2016,35679.3008
3,09/07/2016,34306.0703
3,10/07/2016,32266.0586
3,11/07/2016,16776.1992
3,12/07/2016,17396.7734
3,13/07/2016,26245.5645
3,14/07/2016,19356.0332
3,15/07/2016,32650.3711
3,16/07/2016,29889.8828
3,17/07/2016,28494.5293
3,18/07/2016,33833.5469
3,19/07/2016,20260.0254
3,20/07/2016,23131.3574
3,21/07/2016,21536.6934
3,22/07/2016,23150.125
3,23/07/2016,29009.9727
3,24/07/2016,29953.4141
3,25/07/2016,31022.5352
3,26/07/2016,32790.2852
3,27/07/2016,27914.8359
3,28/07/2016,25578.9258
3,29/07/2016,32534.1484
3,30/07/2016,24010.8125
3,31/07/2016,26412.5
3,01/08/2016,30135.7949
3,02/08/2016,24677.791
3,03/08/2016,33140.5781
3,04/08/2016,38847.8125
3,05/08/2016,21200.2285
3,06/08/2016,18642.5156
3,07/08/2016,17644.0918
3,08/08/2016,15707.9395
3,09/08/2016,23889.5098
3,10/08/2016,28110.0684
3,11/08/2016,31703.7148
3,12/08/2016,29662.9609
3,13/08/2016,37694.1719
3,14/08/2016,30067.1953
3,15/08/2016,33815.4023
3,16/08/2016,20674.5449
3,17/08/2016,19660.1777
3,18/08/2016,25304.791
3,19/08/2016,30909.7969
3,20/08/2016,26411.8477
3,21/08/2016,26857.4395
3,22/08/2016,27296.4629
3,23/08/2016,31107.7129
3,24/08/2016,21377.5898
3,25/08/2016,30890.2441
3,26/08/2016,25154.2109
3,27/08/2016,33753.6094
3,28/08/2016,30291.4648
3,29/08/2016,28694.6855
3,30/08/2016,31287.5508
3,31/08/2016,38145.6328
3,01/09/2016,23243.2324
3,02/09/2016,23022.3203
3,03/09/2016,15005.2656
3,04/09/2016,13906.0713
3,05/09/2016,10760.7344
3,06/09/2016,25863.1855
3,07/09/2016,33559.6367
3,08/09/2016,33456.2148
3,09/09/2016,37885.4961
3,10/09/2016,36269.207
3,11/09/2016,25424.0488
3,12/09/2016,26090.2031
3,13/09/2016,28150.502
3,14/09/2016,33134.9727
3,15/09/2016,33130.4062
3,16/09/2016,27647.2832
3,17/09/2016,29847.543
3,18/09/2016,32169.8203
3,19/09/2016,27760.6543
3,20/09/2016,26249.2988
3,21/09/2016,21852.9219
3,22/09/2016,29837.7266
3,23/09/2016,21749.5977
3,24/09/2016,26192.2773
3,25/09/2016,21794.9453
3,26/09/2016,24339.5195
3,27/09/2016,17490.2461
3,28/09/2016,10826.8809
3,29/09/2016,21885.9395
3,30/09/2016,24527.1133
3,01/10/2016,24339.8359
3,02/10/2016,36121.5195
3,03/10/2016,33130.1406
3,04/10/2016,24653.1211
3,05/10/2016,34044.6367
3,06/10/2016,34121.3125
3,07/10/2016,33195.9883
3,08/10/2016,24164.668
3,09/10/2016,9714.4531
3,10/10/2016,22553.0996
3,11/10/2016,22107.125
3,12/10/2016,28556.8086
3,13/10/2016,31994.3086
3,14/10/2016,34122.9102
3,15/10/2016,33078.8008
3,16/10/2016,32581.1445
3,17/10/2016,26727.2285
3,18/10/2016,31007.3984
3,19/10/2016,33904.5625
3,20/10/2016,25183.7148
3,21/10/2016,10373.7002
3,22/10/2016,11556.7119
3,23/10/2016,20042.0098
3,24/10/2016,31317.9785
3,25/10/2016,24831.7734
3,26/10/2016,29352.1777
3,27/10/2016,17344.4062
3,28/10/2016,13185.8672
3,29/10/2016,32712.5527
3,30/10/2016,25477.6348
3,31/10/2016,12480.5781
3,01/11/2016,29097.1504
3,02/11/2016,27006.0977
3,03/11/2016,19027.2422
3,04/11/2016,17905.0078
3,05/11/2016,16068.0332
3,06/11/2016,25967.416
3,07/11/2016,27133.9707
3,08/11/2016,18878.0156
3,09/11/2016,7246.4106
3,10/11/2016,8389.9697
3,11/11/2016,7537.0981
3,12/11/2016,18199.625
3,13/11/2016,14796.0332
3,14/11/2016,21001.6191
3,15/11/2016,15512.7744
3,16/11/2016,6412.6069
3,17/11/2016,17412.8828
3,18/11/2016,19835.0332
3,19/11/2016,6371.6562
3,20/11/2016,20300.9648
3,21/11/2016,29283.5117
3,22/11/2016,26606.2734
3,23/11/2016,27217.4531
3,24/11/2016,24797.3535
3,25/11/2016,25004.2031
3,26/11/2016,18730.1504
3,27/11/2016,22207.7227
3,28/11/2016,27102.3457
3,29/11/2016,27483.166
3,30/11/2016,24287.9941
3,01/12/2016,25325.5918
3,02/12/2016,23225.4219
3,03/12/2016,26436.2891
3,04/12/2016,18922.0293
3,05/12/2016,26003.1309
3,06/12/2016,26461.2578
3,07/12/2016,24462.5293
3,08/12/2016,22794.2441
3,09/12/2016,15501.5684
3,10/12/2016,17173.3887
3,11/12/2016,22337.5605
3,12/12/2016,24059.2051
3,13/12/2016,23728.9492
3,14/12/2016,25116.9863
3,15/12/2016,18192.8418
3,16/12/2016,17869.2168
3,17/12/2016,18800.6309
3,18/12/2016,21059.1855
3,19/12/2016,20683.6309
3,20/12/2016,22759.002
3,21/12/2016,25745.2617
3,22/12/2016,24098.498
3,23/12/2016,23362.3848
3,24/12/2016,23899.8359
3,25/12/2016,23287.752
3,26/12/2016,23453.1641
3,27/12/2016,23185.6758
3,28/12/2016,23463.5508
3,29/12/2016,24264.8086
3,30/12/2016,14459.3984
3,31/12/2016,20116.209
3,01/01/2017,19447.3613
3,02/01/2017,24716.2969
3,03/01/2017,23897.8691
3,04/01/2017,25353.8574
3,05/01/2017,23822.3906
3,06/01/2017,22556.5566
3,07/01/2017,22404.5156
3,08/01/2017,11179.832
3,09/01/2017,23531.7461
3,10/01/2017,24520.1328
3,11/01/2017,22437.9648
3,12/01/2017,23762.5059
3,13/01/2017,25000.875
3,14/01/2017,23642.3457
3,15/01/2017,24502.6621
3,16/01/2017,24646.4648
3,17/01/2017,22120.9355
3,18/01/2017,21219.5469
3,19/01/2017,21877.9453
3,20/01/2017,25386.6797
3,21/01/2017,26653.9395
3,22/01/2017,26367.8613
3,23/01/2017,25641.3496
3,24/01/2017,25076.4043
3,25/01/2017,25325.332
3,26/01/2017,23058.25
3,27/01/2017,25491.4727
3,28/01/2017,29306.3613
3,29/01/2017,24633.2715
3,30/01/2017,27705.2793
3,31/01/2017,23910.4844
3,01/02/2017,24859.6836
3,02/02/2017,27463.3457
3,03/02/2017,29019.084
3,04/02/2017,24962.8945
3,05/02/2017,27927.4863
3,06/02/2017,23389.3809
3,07/02/2017,29255.1367
3,08/02/2017,29843.3828
3,09/02/2017,32999.3203
3,10/02/2017,30575.9551
3,11/02/2017,32249.2715
3,12/02/2017,30434.7852
3,13/02/2017,28230.9648
3,14/02/2017,30207.6562
3,15/02/2017,31877.2734
3,16/02/2017,31046.1855
3,17/02/2017,33741.8789
3,18/02/2017,32951.1523
3,19/02/2017,30882.0098
3,20/02/2017,34047.8281
3,21/02/2017,25732.1152
3,22/02/2017,31696.8691
3,23/02/2017,31836.9727
3,24/02/2017,32572.6152
3,25/02/2017,30450.6562
3,26/02/2017,32127.6562
3,27/02/2017,31095.748
3,28/02/2017,30768.2695
3,01/03/2017,31666.5312
3,02/03/2017,31167.1836
3,03/03/2017,29843.0996
3,04/03/2017,24993.7383
3,05/03/2017,26228.2109
3,06/03/2017,24460.2695
3,07/03/2017,21931.6211
3,08/03/2017,24054.9258
3,09/03/2017,22749.2734
3,10/03/2017,28531.7754
3,11/03/2017,28952.8418
3,12/03/2017,24543.334
3,13/03/2017,26543.543
3,14/03/2017,28036.6582
3,15/03/2017,18761.7012
3,16/03/2017,31361.5488
3,17/03/2017,31463.1816
3,18/03/2017,38085.3867
3,19/03/2017,37168.0742
3,20/03/2017,38346.8086
3,21/03/2017,38128.1328
3,22/03/2017,38686.8945
3,23/03/2017,37730.9492
3,24/03/2017,29962.7285
3,25/03/2017,33401.0977
3,26/03/2017,29494.1621
3,27/03/2017,34694.7109
3,28/03/2017,34081.7188
3,29/03/2017,38554.5664
3,30/03/2017,37724.332
3,31/03/2017,27997.5156
3,01/04/2017,38436.9609
3,02/04/2017,39008.9727
3,03/04/2017,37184.7812
3,04/04/2017,38611.9766
3,05/04/2017,35630.5742
3,06/04/2017,24888.0664
3,07/04/2017,29107.4434
3,08/04/2017,23132.0547
3,09/04/2017,29530.7793
3,10/04/2017,30316.9648
3,11/04/2017,31788.7461
3,12/04/2017,39012.8711
3,13/04/2017,28043.5371
3,14/04/2017,33289.6367
3,15/04/2017,32073.0801
3,16/04/2017,28941.9434
3,17/04/2017,28034.0586
3,18/04/2017,22718.416
3,19/04/2017,36422.5195
3,20/04/2017,39047.7148
3,21/04/2017,34130.8672
3,22/04/2017,38689.2695
3,23/04/2017,34880.1719
3,24/04/2017,28786.3379
3,25/04/2017,34951.9766
3,26/04/2017,37894.8359
3,27/04/2017,28386.3926
3,28/04/2017,29562.1445
3,29/04/2017,24094.916
3,30/04/2017,39235.7383
3,01/05/2017,33562.9102
3,02/05/2017,23101.1914
3,03/05/2017,27149.5176
3,04/05/2017,25107.0234
3,05/05/2017,22397.8477
3,06/05/2017,32312.2891
3,07/05/2017,29564.1816
3,08/05/2017,22626.8965
3,09/05/2017,26178.0352
3,10/05/2017,27651.1855
3,11/05/2017,32573.252
3,12/05/2017,28542.4316
3,13/05/2017,31829.2207
3,14/05/2017,22669.4062
3,15/05/2017,35357.6484
3,16/05/2017,32213.7871
3,17/05/2017,31695.959
3,18/05/2017,29384.7988
3,19/05/2017,31168.8438
3,20/05/2017,33184.7969
3,21/05/2017,32556.7461
3,22/05/2017,32464.6406
3,23/05/2017,36460.1367
3,24/05/2017,28914.4629
