id,date,production(kWh),specific_prod(kWh/kWp),uvIndex,sunHour,cloudcover,maxtempC,mintempC,precipitation,sunrise,sunset
1,2020-05-27,34.047254,3.337966078431373,6.0,11.6,17.0,28.0,14.0,0.7,06:58 AM,08:09 PM
1,2020-05-28,37.06548,3.6338705882352946,5.0,10.4,35.0,26.0,13.0,8.9,06:58 AM,08:10 PM
1,2020-05-29,37.592620000000004,3.6855509803921573,4.0,8.0,51.0,23.0,12.0,17.7,06:58 AM,08:10 PM
1,2020-05-30,34.483457,3.380731078431373,4.0,11.6,36.0,24.0,10.0,0.8,06:58 AM,08:11 PM
1,2020-05-31,33.053957000000004,3.240584019607844,4.0,9.2,48.0,23.0,10.0,6.3,06:58 AM,08:11 PM
1,2020-06-01,38.95678,3.8192921568627454,5.0,10.4,60.0,24.0,11.0,2.4,06:58 AM,08:11 PM
1,2020-06-02,41.30131,4.0491480392156864,5.0,11.6,29.0,27.0,10.0,0.3,06:58 AM,08:12 PM
1,2020-06-03,24.627162000000002,2.4144276470588237,4.0,10.4,49.0,24.0,10.0,0.8,06:58 AM,08:12 PM
1,2020-06-04,37.45193,3.671757843137255,6.0,11.6,27.0,27.0,10.0,0.2,06:58 AM,08:12 PM
1,2020-06-05,39.763465,3.8983789215686273,6.0,11.6,36.0,29.0,12.0,1.4,06:58 AM,08:13 PM
1,2020-06-06,41.568492,4.075342352941177,5.0,10.4,41.0,29.0,14.0,2.0,06:58 AM,08:13 PM
1,2020-06-07,35.376687999999994,3.468302745098039,5.0,6.8,76.0,26.0,11.0,12.9,06:58 AM,08:14 PM
1,2020-06-08,41.88882,4.1067470588235295,5.0,6.8,76.0,26.0,12.0,15.3,06:58 AM,08:14 PM
1,2020-06-09,36.586266,3.5868888235294123,5.0,10.4,55.0,30.0,17.0,3.5,06:58 AM,08:14 PM
1,2020-06-10,37.490187999999996,3.6755086274509803,6.0,10.4,54.0,27.0,14.0,3.2,06:58 AM,08:15 PM
1,2020-06-11,25.749379,2.5244489215686277,4.0,9.2,70.0,22.0,12.0,27.8,06:58 AM,08:15 PM
1,2020-06-12,40.857543,4.005641470588236,5.0,11.6,41.0,24.0,10.0,3.8,06:58 AM,08:15 PM
1,2020-06-13,42.03629,4.121204901960785,5.0,11.6,19.0,27.0,9.0,0.9,06:58 AM,08:15 PM
1,2020-06-14,41.551449999999996,4.073671568627451,5.0,11.6,9.0,26.0,9.0,0.0,06:58 AM,08:16 PM
1,2020-06-15,36.708417999999995,3.598864509803921,6.0,11.6,5.0,27.0,10.0,0.0,06:59 AM,08:16 PM
1,2020-06-16,40.761112999999995,3.9961875490196075,6.0,11.6,27.0,29.0,10.0,0.6,06:59 AM,08:16 PM
1,2020-06-17,39.943839999999994,3.916062745098039,5.0,8.0,73.0,28.0,11.0,6.6,06:59 AM,08:17 PM
1,2020-06-18,40.59249,3.979655882352941,6.0,11.6,37.0,27.0,11.0,2.6,06:59 AM,08:17 PM
1,2020-06-19,39.243918,3.847442941176471,5.0,11.6,36.0,27.0,13.0,1.3,06:59 AM,08:17 PM
1,2020-06-20,37.93169,3.7187931372549023,4.0,9.2,58.0,25.0,12.0,11.7,06:59 AM,08:17 PM
1,2020-06-21,29.775125,2.9191299019607846,5.0,6.6,77.0,24.0,13.0,20.9,07:00 AM,08:17 PM
1,2020-06-22,17.433145,1.7091318627450982,4.0,7.8,64.0,24.0,12.0,30.5,07:00 AM,08:18 PM
1,2020-06-23,24.259115,2.3783446078431374,4.0,9.1,56.0,24.0,11.0,21.9,07:00 AM,08:18 PM
1,2020-06-26,35.581586,3.488390784313726,4.0,6.6,66.0,24.0,12.0,14.3,07:01 AM,08:18 PM
1,2020-06-27,42.48651,4.165344117647059,5.0,10.3,34.0,27.0,11.0,0.7,07:01 AM,08:18 PM
1,2020-06-28,40.224047,3.9435340196078434,5.0,10.3,35.0,27.0,11.0,2.4,07:02 AM,08:19 PM
1,2020-06-29,32.338953,3.170485588235294,5.0,9.1,56.0,26.0,11.0,8.5,07:02 AM,08:19 PM
1,2020-07-03,39.829582,3.9048609803921575,4.0,9.1,73.0,25.0,10.0,6.2,07:03 AM,08:19 PM
1,2020-07-04,36.509269999999994,3.579340196078431,4.0,9.1,69.0,23.0,10.0,10.0,07:03 AM,08:19 PM
1,2020-07-05,33.567434,3.2909249019607842,4.0,6.6,75.0,24.0,11.0,40.0,07:04 AM,08:19 PM
1,2020-07-08,34.000652,3.333397254901961,4.0,6.6,74.0,22.0,11.0,8.6,07:05 AM,08:19 PM
1,2020-07-09,26.804332000000002,2.62787568627451,4.0,7.8,78.0,25.0,12.0,15.6,07:05 AM,08:19 PM
1,2020-07-10,39.801496,3.9021074509803926,5.0,10.3,45.0,27.0,10.0,6.9,07:06 AM,08:19 PM
1,2020-06-24,24.293533,2.3817189215686274,4.0,7.8,75.0,20.0,10.0,15.6,07:00 AM,08:18 PM
1,2020-06-25,33.57895,3.2920539215686278,4.0,7.8,66.0,22.0,10.0,3.7,07:01 AM,08:18 PM
1,2020-06-30,35.07322,3.438550980392157,5.0,6.6,81.0,24.0,12.0,21.8,07:02 AM,08:19 PM
1,2020-07-01,37.277816,3.654687843137255,4.0,9.1,52.0,26.0,11.0,9.1,07:02 AM,08:19 PM
1,2020-07-02,36.950973,3.622644411764706,5.0,10.3,44.0,27.0,10.0,4.0,07:03 AM,08:19 PM
1,2020-07-06,31.621724999999998,3.100169117647059,4.0,9.1,74.0,23.0,11.0,43.4,07:04 AM,08:19 PM
1,2020-07-07,37.329293,3.6597346078431374,4.0,6.6,74.0,23.0,11.0,24.5,07:04 AM,08:19 PM
1,2020-07-11,23.407344,2.2948376470588236,4.0,9.1,54.0,23.0,10.0,2.5,07:06 AM,08:18 PM
1,2020-07-12,39.299316,3.8528741176470587,4.0,7.8,77.0,24.0,11.0,8.3,07:06 AM,08:18 PM
1,2020-07-13,40.44004,3.9647098039215694,4.0,6.6,74.0,23.0,11.0,10.9,07:07 AM,08:18 PM
1,2020-07-14,37.01218,3.628645098039216,5.0,9.1,45.0,26.0,11.0,10.9,07:07 AM,08:18 PM
1,2020-07-15,39.024383,3.8259199019607846,5.0,10.3,59.0,26.0,11.0,13.8,07:07 AM,08:18 PM
1,2020-07-16,38.11911,3.7371676470588238,5.0,9.1,69.0,26.0,11.0,6.7,07:08 AM,08:18 PM
1,2020-07-17,37.710980000000006,3.697154901960785,4.0,9.1,45.0,25.0,10.0,6.2,07:08 AM,08:17 PM
1,2020-07-18,40.4145,3.9622058823529414,4.0,7.8,52.0,24.0,10.0,5.3,07:08 AM,08:17 PM
1,2020-07-19,36.693144999999994,3.5973671568627448,5.0,9.1,53.0,26.0,10.0,9.9,07:09 AM,08:17 PM
1,2020-07-20,40.516949999999994,3.97225,5.0,7.8,54.0,26.0,11.0,23.0,07:09 AM,08:17 PM
1,2020-07-21,35.845633,3.5142777450980396,4.0,9.1,56.0,25.0,11.0,28.2,07:10 AM,08:16 PM
1,2020-07-22,38.583008,3.782647843137255,4.0,7.8,68.0,24.0,11.0,13.5,07:10 AM,08:16 PM
1,2020-07-23,35.649203,3.4950199019607844,4.0,6.5,78.0,24.0,12.0,14.2,07:10 AM,08:16 PM
1,2020-07-24,39.333855,3.8562602941176474,4.0,7.8,65.0,24.0,11.0,17.8,07:11 AM,08:16 PM
1,2020-07-25,34.37371,3.3699715686274514,4.0,9.1,66.0,23.0,10.0,32.3,07:11 AM,08:15 PM
1,2020-07-26,24.811557,2.432505588235294,4.0,7.8,64.0,23.0,10.0,6.6,07:11 AM,08:15 PM
1,2017-01-01,33.587269500000005,3.29286955882353,4.0,11.0,7.0,20.0,8.0,0.0,08:11 AM,07:10 PM
1,2017-01-02,37.7908828,3.7049885098039215,4.0,11.0,2.0,21.0,8.0,0.0,08:11 AM,07:11 PM
1,2017-01-03,36.4737109,3.5758540098039218,4.0,11.0,2.0,22.0,9.0,0.0,08:11 AM,07:12 PM
1,2017-01-04,42.4417891,4.160959715686275,4.0,11.0,2.0,23.0,9.0,0.0,08:11 AM,07:12 PM
1,2017-01-05,42.2509531,4.142250303921569,4.0,11.0,0.0,22.0,7.0,0.0,08:12 AM,07:13 PM
1,2017-01-06,40.5423711,3.9747422647058825,4.0,11.0,0.0,22.0,8.0,0.2,08:12 AM,07:14 PM
1,2017-01-07,38.9124609,3.814947147058824,4.0,11.0,7.0,20.0,8.0,0.0,08:12 AM,07:14 PM
1,2017-01-08,18.0080176,1.7654919215686276,4.0,11.0,12.0,17.0,7.0,0.0,08:12 AM,07:15 PM
1,2017-01-09,38.897417999999995,3.8134723529411763,3.0,11.0,4.0,18.0,4.0,0.0,08:13 AM,07:16 PM
1,2017-01-10,41.2975273,4.04877718627451,4.0,11.0,2.0,19.0,4.0,0.0,08:13 AM,07:16 PM
1,2017-01-11,39.5658281,3.879002754901961,4.0,11.0,6.0,19.0,7.0,0.0,08:13 AM,07:17 PM
1,2017-01-12,41.072324200000004,4.026698450980393,4.0,11.1,1.0,20.0,6.0,0.0,08:13 AM,07:18 PM
1,2017-01-13,40.9683203,4.016501990196079,4.0,11.1,1.0,20.0,6.0,0.0,08:13 AM,07:18 PM
1,2017-01-14,39.5274375,3.8752389705882355,4.0,11.1,4.0,19.0,6.0,0.0,08:13 AM,07:19 PM
1,2017-01-15,40.9103828,4.010821843137255,4.0,11.1,2.0,19.0,5.0,0.0,08:13 AM,07:19 PM
1,2017-01-16,40.997293,4.019342450980393,4.0,11.1,2.0,20.0,6.0,0.0,08:13 AM,07:20 PM
1,2017-01-17,37.8749453,3.7132299313725494,4.0,11.1,1.0,20.0,6.0,0.0,08:13 AM,07:21 PM
1,2017-01-18,38.592925799999996,3.783620176470588,4.0,11.1,2.0,20.0,6.0,0.0,08:13 AM,07:21 PM
1,2017-01-19,36.7320195,3.6011783823529413,4.0,11.1,1.0,20.0,6.0,0.0,08:13 AM,07:22 PM
1,2017-01-20,39.7815781,3.9001547156862744,4.0,11.1,2.0,20.0,7.0,0.0,08:13 AM,07:23 PM
1,2017-01-21,41.7707461,4.09517118627451,4.0,11.1,2.0,21.0,6.0,0.0,08:13 AM,07:23 PM
1,2017-01-22,41.70206640000001,4.088437882352942,4.0,11.1,0.0,22.0,6.0,0.0,08:13 AM,07:24 PM
1,2017-01-23,41.343664100000005,4.053300401960785,4.0,11.1,0.0,22.0,7.0,0.0,08:13 AM,07:25 PM
1,2017-01-24,40.5540508,3.9758873333333336,4.0,11.1,0.0,21.0,6.0,0.0,08:13 AM,07:25 PM
1,2017-01-25,40.4605547,3.9667210490196085,4.0,11.1,0.0,22.0,5.0,0.0,08:13 AM,07:26 PM
1,2017-01-26,38.9119883,3.8149008137254903,4.0,11.1,0.0,23.0,6.0,0.0,08:12 AM,07:26 PM
1,2017-01-27,39.4531602,3.8679568823529413,4.0,11.2,0.0,23.0,6.0,0.0,08:12 AM,07:27 PM
1,2017-01-28,40.19325,3.9405147058823533,4.0,11.2,0.0,21.0,5.0,0.0,08:12 AM,07:28 PM
1,2017-01-29,29.3255879,2.875057637254902,4.0,11.2,6.0,18.0,4.0,0.0,08:12 AM,07:28 PM
1,2017-01-30,37.293144500000004,3.6561906372549027,4.0,11.2,8.0,19.0,5.0,0.0,08:12 AM,07:29 PM
1,2017-01-31,35.983066400000006,3.527751607843138,4.0,11.2,5.0,21.0,6.0,0.0,08:11 AM,07:29 PM
1,2017-02-01,31.3260781,3.0711841274509806,4.0,11.2,3.0,21.0,7.0,0.3,08:11 AM,07:30 PM
1,2017-02-02,37.441550799999995,3.6707402745098037,4.0,11.2,4.0,20.0,7.0,0.0,08:11 AM,07:31 PM
1,2017-02-03,37.9801641,3.7235455000000006,4.0,11.2,9.0,20.0,9.0,0.1,08:10 AM,07:31 PM
1,2017-02-04,34.6942266,3.4013947647058824,4.0,11.2,15.0,19.0,9.0,0.1,08:10 AM,07:32 PM
1,2017-02-05,37.7510078,3.7010791960784313,4.0,11.2,6.0,21.0,7.0,0.0,08:10 AM,07:32 PM
1,2017-02-06,32.6213398,3.1981705686274515,4.0,11.2,4.0,21.0,8.0,0.0,08:09 AM,07:33 PM
1,2017-02-07,38.1024258,3.735531941176471,5.0,11.2,1.0,23.0,8.0,0.0,08:09 AM,07:33 PM
1,2017-02-08,37.0564609,3.6329863627450982,5.0,11.3,1.0,23.0,9.0,0.0,08:08 AM,07:34 PM
1,2017-02-09,40.1906953,3.9402642450980396,4.0,11.3,0.0,23.0,8.0,0.0,08:08 AM,07:34 PM
1,2017-02-10,37.7435625,3.700349264705883,4.0,11.3,2.0,22.0,6.0,0.0,08:07 AM,07:35 PM
1,2017-02-11,39.530316400000004,3.875521215686275,4.0,11.3,0.0,23.0,6.0,0.0,08:07 AM,07:35 PM
1,2017-02-12,38.722175799999995,3.796291745098039,4.0,11.3,0.0,23.0,7.0,0.0,08:07 AM,07:36 PM
1,2017-02-13,36.3103203,3.5598353235294122,4.0,11.3,1.0,22.0,7.0,0.0,08:06 AM,07:36 PM
1,2017-02-14,36.3310508,3.5618677254901963,4.0,11.3,2.0,22.0,8.0,0.1,08:05 AM,07:37 PM
1,2017-02-15,39.6791914,3.8901168039215688,4.0,11.3,3.0,21.0,6.0,0.1,08:05 AM,07:37 PM
1,2017-02-16,39.4842422,3.871004137254902,4.0,11.3,7.0,19.0,9.0,0.1,08:04 AM,07:37 PM
1,2017-02-17,40.374418,3.958276274509804,4.0,11.3,1.0,20.0,7.0,0.0,08:04 AM,07:38 PM
1,2017-02-18,38.5928398,3.7836117450980393,4.0,11.4,3.0,22.0,6.0,0.0,08:03 AM,07:38 PM
1,2017-02-19,37.022793,3.6296855882352945,4.0,11.4,11.0,21.0,6.0,0.0,08:03 AM,07:39 PM
1,2017-02-20,39.503191400000006,3.872861901960785,4.0,11.4,1.0,22.0,8.0,0.0,08:02 AM,07:39 PM
1,2017-02-21,32.3422949,3.170813225490196,4.0,11.4,4.0,21.0,7.0,0.0,08:01 AM,07:40 PM
1,2017-02-22,38.484406199999995,3.7729809999999997,4.0,11.4,1.0,22.0,8.0,0.0,08:01 AM,07:40 PM
1,2017-02-23,37.5054727,3.6770071274509806,4.0,11.4,1.0,22.0,8.0,0.0,08:00 AM,07:40 PM
1,2017-02-24,39.271957,3.850191862745098,4.0,11.6,0.0,23.0,5.0,0.0,07:59 AM,07:41 PM
1,2017-02-25,36.9283359,3.6204250882352946,4.0,11.6,0.0,23.0,5.0,0.0,07:59 AM,07:41 PM
1,2017-02-26,38.6592461,3.7901221666666665,4.0,11.6,1.0,23.0,7.0,0.0,07:58 AM,07:41 PM
1,2017-02-27,37.4710586,3.6736331960784314,5.0,11.6,1.0,25.0,8.0,0.0,07:57 AM,07:42 PM
1,2017-02-28,37.4940938,3.6758915490196085,5.0,11.6,0.0,25.0,9.0,0.0,07:57 AM,07:42 PM
1,2017-03-01,37.1583594,3.6429764117647063,5.0,11.6,1.0,26.0,9.0,0.0,07:56 AM,07:43 PM
1,2017-03-02,37.333761700000004,3.6601727156862753,5.0,11.6,6.0,23.0,10.0,0.0,07:55 AM,07:43 PM
1,2017-03-03,34.7303203,3.4049333627450986,4.0,11.6,9.0,21.0,9.0,2.3,07:54 AM,07:43 PM
1,2017-03-04,30.2378125,2.9644914215686278,4.0,11.6,14.0,22.0,9.0,2.2,07:54 AM,07:43 PM
1,2017-03-05,30.1710098,2.957942137254902,5.0,11.6,7.0,22.0,9.0,0.1,07:53 AM,07:44 PM
1,2017-03-06,28.9434668,2.8375947843137257,5.0,11.6,7.0,22.0,10.0,0.0,07:52 AM,07:44 PM
1,2017-03-07,26.541765599999998,2.602133882352941,5.0,11.6,3.0,22.0,10.0,0.0,07:51 AM,07:44 PM
1,2017-03-08,29.1316582,2.856044921568628,5.0,11.6,11.0,22.0,10.0,2.0,07:51 AM,07:45 PM
1,2017-03-09,29.4348008,2.885764784313726,5.0,11.6,11.0,22.0,10.0,2.9,07:50 AM,07:45 PM
1,2017-03-10,36.682253900000006,3.5962994019607852,5.0,11.6,7.0,22.0,9.0,1.2,07:49 AM,07:45 PM
1,2017-03-11,39.4005781,3.862801774509804,5.0,11.6,5.0,22.0,9.0,1.0,07:48 AM,07:46 PM
1,2017-03-12,27.1100547,2.6578485,5.0,11.6,8.0,21.0,9.0,0.9,07:47 AM,07:46 PM
1,2017-03-13,34.8476875,3.416439950980392,4.0,11.6,4.0,21.0,9.0,0.5,07:47 AM,07:46 PM
1,2017-03-14,35.1191758,3.4430564509803925,4.0,11.6,8.0,20.0,9.0,2.0,07:46 AM,07:46 PM
1,2017-03-15,27.7859316,2.724110941176471,4.0,11.6,14.0,20.0,8.0,3.1,07:45 AM,07:47 PM
1,2017-03-16,42.6063867,4.177096735294118,4.0,11.6,6.0,20.0,8.0,1.5,07:44 AM,07:47 PM
1,2017-03-17,40.0442188,3.9259038039215692,5.0,11.6,5.0,22.0,9.0,0.9,07:43 AM,07:47 PM
1,2017-03-18,48.8462812,4.788851098039216,5.0,11.6,4.0,23.0,9.0,0.6,07:42 AM,07:47 PM
1,2017-03-19,49.459457,4.84896637254902,5.0,11.6,4.0,23.0,8.0,0.0,07:42 AM,07:48 PM
1,2017-03-20,50.2874922,4.930146294117647,5.0,11.6,2.0,24.0,9.0,0.0,07:41 AM,07:48 PM
1,2017-03-21,49.9041172,4.892560509803922,5.0,11.6,2.0,24.0,9.0,0.0,07:40 AM,07:48 PM
1,2017-03-22,49.7382227,4.8762963431372555,5.0,11.6,0.0,24.0,10.0,0.0,07:39 AM,07:49 PM
1,2017-03-23,49.3424141,4.837491578431373,5.0,11.6,0.0,24.0,7.0,0.0,07:38 AM,07:49 PM
1,2017-03-24,42.93025,4.208848039215686,5.0,11.6,5.0,25.0,9.0,0.4,07:37 AM,07:49 PM
1,2017-03-25,44.7462812,4.38689031372549,5.0,11.6,10.0,24.0,10.0,8.3,07:36 AM,07:49 PM
1,2017-03-26,42.5918906,4.1756755490196085,5.0,11.6,6.0,24.0,11.0,2.1,07:36 AM,07:50 PM
1,2017-03-27,48.0159883,4.7074498333333334,5.0,11.6,5.0,25.0,11.0,0.9,07:35 AM,07:50 PM
1,2017-03-28,43.6043242,4.274933745098039,5.0,11.6,1.0,25.0,11.0,0.0,07:34 AM,07:50 PM
1,2017-03-29,48.9026875,4.794381127450981,5.0,11.6,1.0,25.0,10.0,0.0,07:33 AM,07:50 PM
1,2017-03-30,47.9115547,4.69721124509804,5.0,11.6,8.0,25.0,9.0,0.0,07:32 AM,07:51 PM
1,2017-03-31,36.643847699999995,3.592534088235294,5.0,11.6,26.0,24.0,10.0,0.0,07:31 AM,07:51 PM
1,2017-04-01,42.4544922,4.1622051176470585,5.0,11.6,6.0,26.0,10.0,0.0,07:31 AM,07:51 PM
1,2017-04-02,49.1235547,4.816034774509804,5.0,11.6,1.0,25.0,10.0,0.0,07:30 AM,07:51 PM
1,2017-04-03,48.920253900000006,4.796103323529413,5.0,11.6,0.0,25.0,8.0,0.0,07:29 AM,07:52 PM
1,2017-04-04,48.5259609,4.757447147058824,5.0,11.6,3.0,26.0,10.0,0.0,07:28 AM,07:52 PM
1,2017-04-05,46.4835039,4.557206264705883,5.0,11.6,1.0,28.0,10.0,0.5,07:27 AM,07:52 PM
1,2017-04-06,34.439433599999994,3.376415058823529,5.0,11.6,7.0,26.0,12.0,3.5,07:26 AM,07:52 PM
1,2017-04-07,41.5376172,4.0723154117647065,5.0,11.6,12.0,26.0,11.0,1.6,07:26 AM,07:53 PM
1,2017-04-08,31.2446953,3.0632054215686275,5.0,11.6,10.0,26.0,12.0,0.3,07:25 AM,07:53 PM
1,2017-04-09,40.367726600000005,3.9576202549019617,5.0,11.6,16.0,26.0,11.0,0.0,07:24 AM,07:53 PM
1,2017-04-10,41.777289100000004,4.095812656862746,5.0,11.6,13.0,26.0,12.0,5.5,07:23 AM,07:53 PM
1,2017-04-11,39.547457,3.877201666666667,5.0,11.6,9.0,25.0,12.0,2.8,07:22 AM,07:54 PM
1,2017-04-12,50.5282266,4.953747705882353,5.0,11.6,4.0,24.0,10.0,0.1,07:21 AM,07:54 PM
1,2017-04-13,39.1295195,3.8362274019607847,5.0,11.6,11.0,23.0,10.0,0.9,07:21 AM,07:54 PM
1,2017-04-14,42.4302578,4.159829196078432,5.0,11.6,7.0,24.0,10.0,0.7,07:20 AM,07:54 PM
1,2017-04-15,44.557285199999995,4.368361294117647,5.0,11.6,6.0,24.0,10.0,1.1,07:19 AM,07:55 PM
1,2017-04-16,41.6612266,4.084433980392157,5.0,11.6,16.0,24.0,11.0,5.4,07:18 AM,07:55 PM
1,2017-04-17,35.8870391,3.518337166666667,5.0,11.6,10.0,23.0,10.0,3.6,07:18 AM,07:55 PM
1,2017-04-18,31.9310176,3.1304919215686278,5.0,11.6,7.0,21.0,10.0,7.2,07:17 AM,07:56 PM
1,2017-04-19,47.966683599999996,4.702616039215687,4.0,11.6,8.0,20.0,9.0,0.2,07:16 AM,07:56 PM
1,2017-04-20,50.248367200000004,4.926310509803923,5.0,11.6,3.0,22.0,9.0,0.0,07:15 AM,07:56 PM
1,2017-04-21,45.0439688,4.41607537254902,5.0,11.6,5.0,23.0,10.0,0.4,07:15 AM,07:56 PM
1,2017-04-22,50.0311875,4.905018382352941,5.0,11.6,2.0,25.0,10.0,0.4,07:14 AM,07:57 PM
1,2017-04-23,43.5483477,4.2694458529411765,5.0,11.6,7.0,24.0,10.0,0.9,07:13 AM,07:57 PM
1,2017-04-24,40.2236914,3.9434991568627455,5.0,11.6,7.0,25.0,11.0,0.0,07:13 AM,07:57 PM
1,2017-04-25,44.1883008,4.332186352941177,5.0,11.6,4.0,25.0,11.0,0.0,07:12 AM,07:58 PM
1,2017-04-26,48.4698555,4.751946617647059,5.0,11.6,10.0,26.0,10.0,0.0,07:11 AM,07:58 PM
1,2017-04-27,36.6694844,3.595047490196079,5.0,10.3,22.0,26.0,11.0,0.0,07:11 AM,07:58 PM
1,2017-04-28,38.2163359,3.7466995980392155,5.0,11.6,12.0,27.0,12.0,0.0,07:10 AM,07:59 PM
1,2017-04-29,33.527375,3.286997549019608,6.0,11.6,4.0,28.0,14.0,0.0,07:09 AM,07:59 PM
1,2017-04-30,45.663355499999994,4.476799558823529,5.0,11.6,1.0,29.0,11.0,0.0,07:09 AM,07:59 PM
1,2017-05-01,37.852386700000004,3.7110183039215694,5.0,11.6,5.0,27.0,12.0,0.3,07:08 AM,08:00 PM
1,2017-05-02,29.3711992,2.8795293333333336,5.0,11.6,6.0,27.0,12.0,0.0,07:08 AM,08:00 PM
1,2017-05-03,35.2969141,3.4604817745098044,5.0,11.6,12.0,27.0,12.0,0.6,07:07 AM,08:00 PM
1,2017-05-04,27.0119688,2.6482322352941177,5.0,11.6,19.0,25.0,12.0,6.1,07:07 AM,08:01 PM
1,2017-05-05,35.941515599999995,3.523678,5.0,11.6,14.0,23.0,12.0,4.3,07:06 AM,08:01 PM
1,2017-05-06,45.498679700000004,4.4606548725490205,5.0,11.6,10.0,25.0,11.0,0.7,07:05 AM,08:01 PM
1,2017-05-07,41.2373359,4.042876068627451,5.0,11.6,13.0,25.0,12.0,0.9,07:05 AM,08:02 PM
1,2017-05-08,32.3645,3.1729901960784317,5.0,11.6,6.0,26.0,13.0,2.3,07:05 AM,08:02 PM
1,2017-05-09,37.1933477,3.646406637254902,5.0,11.6,7.0,24.0,13.0,1.4,07:04 AM,08:02 PM
1,2017-05-10,35.3292656,3.4636534901960787,5.0,11.6,5.0,26.0,14.0,0.3,07:04 AM,08:03 PM
1,2017-05-11,41.6408398,4.0824352745098045,5.0,11.6,7.0,27.0,13.0,1.9,07:03 AM,08:03 PM
1,2017-05-12,37.2429609,3.6512706764705887,5.0,11.6,13.0,26.0,13.0,3.5,07:03 AM,08:04 PM
1,2017-05-13,42.900621099999995,4.205943245098039,5.0,11.6,10.0,25.0,13.0,3.8,07:02 AM,08:04 PM
1,2017-05-14,38.692082,3.79334137254902,5.0,11.6,9.0,25.0,14.0,4.7,07:02 AM,08:04 PM
1,2017-05-15,41.7893594,4.096996019607843,5.0,11.6,4.0,26.0,14.0,4.3,07:02 AM,08:05 PM
1,2017-05-16,39.346691400000005,3.8575187647058833,6.0,11.6,4.0,27.0,15.0,0.5,07:01 AM,08:05 PM
1,2017-05-17,39.639168,3.886192941176471,6.0,11.6,3.0,28.0,14.0,0.5,07:01 AM,08:05 PM
1,2017-05-18,37.8070625,3.706574754901961,6.0,11.6,5.0,28.0,15.0,0.0,07:01 AM,08:06 PM
1,2017-05-19,41.160265599999995,4.035320156862745,6.0,11.6,2.0,28.0,15.0,1.1,07:00 AM,08:06 PM
1,2017-05-20,41.9961914,4.117273666666667,6.0,11.6,5.0,28.0,15.0,5.5,07:00 AM,08:07 PM
1,2017-05-21,43.1757695,4.232918578431373,6.0,11.6,5.0,27.0,15.0,0.8,07:00 AM,08:07 PM
1,2017-05-22,42.9020898,4.206087235294118,6.0,11.6,5.0,28.0,14.0,1.4,06:59 AM,08:07 PM
1,2017-05-23,45.6164766,4.472203588235295,6.0,11.6,5.0,27.0,15.0,1.9,06:59 AM,08:08 PM
1,2017-05-24,34.279414100000004,3.3607268725490202,6.0,11.6,7.0,26.0,15.0,5.0,06:59 AM,08:08 PM
1,2017-05-25,35.595363299999995,3.4897414999999996,5.0,11.6,11.0,26.0,13.0,0.0,06:59 AM,08:09 PM
1,2017-05-26,47.315355499999995,4.638760343137255,6.0,11.6,7.0,27.0,13.0,0.9,06:59 AM,08:09 PM
1,2017-05-27,41.568042999999996,4.0752983333333335,5.0,11.6,9.0,25.0,14.0,3.7,06:58 AM,08:09 PM
1,2017-05-28,41.540476600000005,4.07259574509804,5.0,11.6,10.0,25.0,13.0,5.4,06:58 AM,08:10 PM
1,2017-05-29,34.714640599999996,3.403396137254902,4.0,11.6,17.0,23.0,13.0,5.2,06:58 AM,08:10 PM
1,2017-05-30,38.288949200000005,3.7538185490196088,5.0,11.6,22.0,23.0,13.0,2.0,06:58 AM,08:11 PM
1,2017-05-31,22.722335899999997,2.227679990196078,5.0,11.6,44.0,21.0,14.0,4.6,06:58 AM,08:11 PM
1,2017-06-01,25.688292999999998,2.5184600980392156,5.0,11.6,51.0,20.0,14.0,4.1,06:58 AM,08:11 PM
1,2017-06-02,43.8892891,4.302871480392157,5.0,11.6,20.0,24.0,13.0,1.4,06:58 AM,08:12 PM
1,2017-06-03,45.762746099999994,4.486543735294117,5.0,11.6,6.0,26.0,12.0,0.7,06:58 AM,08:12 PM
1,2017-06-04,47.251980499999995,4.632547107843137,5.0,11.6,5.0,25.0,12.0,0.9,06:58 AM,08:12 PM
1,2017-06-05,36.5851953,3.586783852941177,5.0,11.6,7.0,25.0,12.0,1.6,06:58 AM,08:13 PM
1,2017-06-06,29.5663613,2.89866287254902,5.0,11.6,9.0,25.0,13.0,4.6,06:58 AM,08:13 PM
1,2017-06-07,36.700332,3.598071764705883,5.0,11.6,10.0,25.0,12.0,2.8,06:58 AM,08:13 PM
1,2017-06-08,44.2239375,4.335680147058824,5.0,11.6,15.0,24.0,13.0,1.1,06:58 AM,08:14 PM
1,2017-06-09,39.9006172,3.9118252156862745,5.0,11.6,8.0,25.0,12.0,2.2,06:58 AM,08:14 PM
1,2017-06-10,31.7221328,3.1100130196078433,5.0,11.6,8.0,24.0,12.0,0.6,06:58 AM,08:14 PM
1,2017-06-11,47.3639453,4.643524049019608,5.0,11.6,17.0,24.0,13.0,4.0,06:58 AM,08:15 PM
1,2017-06-12,47.104988299999995,4.618136107843137,5.0,11.6,7.0,26.0,12.0,0.2,06:58 AM,08:15 PM
1,2017-06-13,43.0398984,4.219597882352941,5.0,11.6,13.0,24.0,12.0,5.0,06:58 AM,08:15 PM
