,specific_prod(kWh/kWp),azimuth,tilt,lat,uvIndex,sunHour,cloudcover,maxtempC,mintempC,precipitation
2755,5.566801366906475,155.0,15.0,19.41542,5.0,11.6,2.0,25.0,10.0,0.4
2756,5.018729769784173,155.0,15.0,19.41542,5.0,11.6,7.0,24.0,10.0,0.9
2757,4.141919122302158,155.0,15.0,19.41542,5.0,11.6,7.0,25.0,11.0,0.0
2758,5.029061381294964,155.0,15.0,19.41542,5.0,11.6,4.0,25.0,11.0,0.0
2759,5.452494374100719,155.0,15.0,19.41542,5.0,11.6,10.0,26.0,10.0,0.0
2760,4.084373035971223,155.0,15.0,19.41542,5.0,10.3,22.0,26.0,11.0,0.0
2761,4.253545971223021,155.0,15.0,19.41542,5.0,11.6,12.0,27.0,12.0,0.0
2762,3.4668943884892087,155.0,15.0,19.41542,6.0,11.6,4.0,28.0,14.0,0.0
2763,5.64542997122302,155.0,15.0,19.41542,5.0,11.6,1.0,29.0,11.0,0.0
2764,4.829195712230216,155.0,15.0,19.41542,5.0,11.6,5.0,27.0,12.0,0.3
2765,3.3239124316546764,155.0,15.0,19.41542,5.0,11.6,6.0,27.0,12.0,0.0
2766,3.906405410071942,155.0,15.0,19.41542,5.0,11.6,12.0,27.0,12.0,0.6
2767,3.6125213525179856,155.0,15.0,19.41542,5.0,11.6,19.0,25.0,12.0,6.1
2768,3.222711899280575,155.0,15.0,19.41542,5.0,11.6,14.0,23.0,12.0,4.3
2769,4.649250230215827,155.0,15.0,19.41542,5.0,11.6,10.0,25.0,11.0,0.7
2770,4.253839079136691,155.0,15.0,19.41542,5.0,11.6,13.0,25.0,12.0,0.9
2771,3.2556685611510785,155.0,15.0,19.41542,5.0,11.6,6.0,26.0,13.0,2.3
2772,3.7666237697841725,155.0,15.0,19.41542,5.0,11.6,7.0,24.0,13.0,1.4
2773,3.9785878417266187,155.0,15.0,19.41542,5.0,11.6,5.0,26.0,14.0,0.3
2774,4.686798848920864,155.0,15.0,19.41542,5.0,11.6,7.0,27.0,13.0,1.9
2775,4.106824690647482,155.0,15.0,19.41542,5.0,11.6,13.0,26.0,13.0,3.5
2776,4.57974398561151,155.0,15.0,19.41542,5.0,11.6,10.0,25.0,13.0,3.8
2777,3.2617850647482016,155.0,15.0,19.41542,5.0,11.6,9.0,25.0,14.0,4.7
2778,5.087431424460431,155.0,15.0,19.41542,5.0,11.6,4.0,26.0,14.0,4.3
2779,4.6350772805755405,155.0,15.0,19.41542,6.0,11.6,4.0,27.0,15.0,0.5
2780,4.56056964028777,155.0,15.0,19.41542,6.0,11.6,3.0,28.0,14.0,0.5
2781,4.228028604316547,155.0,15.0,19.41542,6.0,11.6,5.0,28.0,15.0,0.0
2782,4.484725726618705,155.0,15.0,19.41542,6.0,11.6,2.0,28.0,15.0,1.1
2783,4.7747909208633095,155.0,15.0,19.41542,6.0,11.6,5.0,28.0,15.0,5.5
2784,4.684423899280575,155.0,15.0,19.41542,6.0,11.6,5.0,27.0,15.0,0.8
2785,4.671171309352517,155.0,15.0,19.41542,6.0,11.6,5.0,28.0,14.0,1.4
2786,5.246062834532374,155.0,15.0,19.41542,6.0,11.6,5.0,27.0,15.0,1.9
2787,4.160354374100719,155.0,15.0,19.41542,6.0,11.6,7.0,26.0,15.0,5.0
2788,3.89838326618705,155.0,15.0,19.41542,5.0,11.6,11.0,26.0,13.0,0.0
2789,5.2568294676258995,155.0,15.0,19.41542,6.0,11.6,7.0,27.0,13.0,0.9
2790,4.72677889208633,155.0,15.0,19.41542,5.0,11.6,9.0,25.0,14.0,3.7
2791,4.703064575539568,155.0,15.0,19.41542,5.0,11.6,10.0,25.0,13.0,5.4
2792,4.279418834532374,155.0,15.0,19.41542,4.0,11.6,17.0,23.0,13.0,5.2
2793,3.6289107482014384,155.0,15.0,19.41542,5.0,11.6,22.0,23.0,13.0,2.0
2794,2.9275238848920866,155.0,15.0,19.41542,5.0,11.6,44.0,21.0,14.0,4.6
2795,2.8614739712230217,155.0,15.0,19.41542,5.0,11.6,51.0,20.0,14.0,4.1
2796,4.885433899280575,155.0,15.0,19.41542,5.0,11.6,20.0,24.0,13.0,1.4
2797,5.28887982733813,155.0,15.0,19.41542,5.0,11.6,6.0,26.0,12.0,0.7
2798,5.329257525179856,155.0,15.0,19.41542,5.0,11.6,5.0,25.0,12.0,0.9
2799,3.8448181726618706,155.0,15.0,19.41542,5.0,11.6,7.0,25.0,12.0,1.6
2800,3.6608956258992804,155.0,15.0,19.41542,5.0,11.6,9.0,25.0,13.0,4.6
2801,4.131582446043165,155.0,15.0,19.41542,5.0,11.6,10.0,25.0,12.0,2.8
2802,5.096051597122302,155.0,15.0,19.41542,5.0,11.6,15.0,24.0,13.0,1.1
2803,4.262138043165468,155.0,15.0,19.41542,5.0,11.6,8.0,25.0,12.0,2.2
2804,3.3312491510791364,155.0,15.0,19.41542,5.0,11.6,8.0,24.0,12.0,0.6
2805,5.31118817266187,155.0,15.0,19.41542,5.0,11.6,17.0,24.0,13.0,4.0
2806,5.70809745323741,155.0,15.0,19.41542,5.0,11.6,7.0,26.0,12.0,0.2
2807,4.358551597122302,155.0,15.0,19.41542,5.0,11.6,13.0,24.0,12.0,5.0
2808,3.153363309352518,155.0,15.0,19.41542,5.0,11.6,27.0,22.0,13.0,14.5
2809,4.501432388489208,155.0,15.0,19.41542,5.0,11.6,21.0,23.0,12.0,7.3
2810,5.242986733812949,155.0,15.0,19.41542,5.0,11.6,15.0,24.0,12.0,1.8
2811,5.5820368633093524,155.0,15.0,19.41542,5.0,11.6,7.0,24.0,11.0,0.0
2812,5.619906705035971,155.0,15.0,19.41542,5.0,11.6,3.0,24.0,10.0,0.4
2813,5.174856676258993,155.0,15.0,19.41542,5.0,11.6,8.0,24.0,11.0,0.7
2814,4.586591438848921,155.0,15.0,19.41542,5.0,11.6,8.0,23.0,10.0,0.0
2815,5.319687496402877,155.0,15.0,19.41542,5.0,11.6,7.0,23.0,10.0,0.0
2816,5.055797553956833,155.0,15.0,19.41542,5.0,11.6,12.0,25.0,11.0,0.3
2817,5.468655007194244,155.0,15.0,19.41542,5.0,11.6,1.0,26.0,10.0,0.1
2818,3.9920691942446043,155.0,15.0,19.41542,5.0,11.6,13.0,23.0,11.0,4.7
2819,2.713543165467626,155.0,15.0,19.41542,5.0,11.6,41.0,21.0,13.0,6.9
2820,3.3026371366906475,155.0,15.0,19.41542,5.0,11.6,40.0,21.0,12.0,12.0
2821,3.089899395683453,155.0,15.0,19.41542,5.0,11.6,32.0,21.0,13.0,6.1
2822,3.019505395683453,155.0,15.0,19.41542,5.0,11.6,43.0,21.0,13.0,8.8
2823,2.9628819136690647,155.0,15.0,19.41542,4.0,11.6,29.0,21.0,13.0,10.1
2824,3.0609459280575537,155.0,15.0,19.41542,4.0,11.6,30.0,22.0,13.0,9.0
2825,3.0151773237410073,155.0,15.0,19.41542,5.0,11.6,31.0,20.0,12.0,4.7
2826,4.772675928057554,155.0,15.0,19.41542,5.0,11.6,22.0,23.0,11.0,4.8
2827,3.3457871510791364,155.0,15.0,19.41542,5.0,11.6,20.0,22.0,11.0,9.1
2828,3.0153729208633093,155.0,15.0,19.41542,5.0,11.6,26.0,22.0,12.0,8.4
2829,3.985222287769784,155.0,15.0,19.41542,5.0,11.6,27.0,21.0,11.0,12.9
2830,3.902445194244604,155.0,15.0,19.41542,5.0,11.6,24.0,21.0,10.0,8.5
2831,2.667467122302158,155.0,15.0,19.41542,5.0,11.6,39.0,19.0,12.0,10.6
2832,2.2751735395683452,155.0,15.0,19.41542,5.0,10.3,43.0,19.0,12.0,10.2
2833,2.005999050359712,155.0,15.0,19.41542,5.0,11.6,45.0,17.0,13.0,9.5
2834,2.3147924604316548,155.0,15.0,19.41542,5.0,11.6,49.0,18.0,13.0,12.0
2835,2.1386957553956836,155.0,15.0,19.41542,5.0,11.6,38.0,20.0,11.0,8.8
2836,3.854685251798561,155.0,15.0,19.41542,5.0,11.6,42.0,21.0,13.0,5.9
2837,4.135679798561151,155.0,15.0,19.41542,5.0,11.6,19.0,22.0,12.0,4.1
2838,5.121341050359712,155.0,15.0,19.41542,5.0,11.6,9.0,23.0,10.0,3.2
2839,5.135733482014388,155.0,15.0,19.41542,5.0,11.6,13.0,21.0,9.0,3.9
2840,4.936247194244603,155.0,15.0,19.41542,5.0,11.6,14.0,21.0,9.0,5.7
2841,4.192143942446043,155.0,15.0,19.41542,5.0,11.6,17.0,21.0,10.0,7.0
2842,3.3217198705035966,155.0,15.0,19.41542,5.0,11.6,16.0,21.0,10.0,1.9
2843,3.1926258992805754,155.0,15.0,19.41542,5.0,11.6,17.0,23.0,12.0,4.0
2844,4.531245496402877,155.0,15.0,19.41542,5.0,11.6,20.0,24.0,12.0,5.5
2845,4.180071381294964,155.0,15.0,19.41542,5.0,11.6,19.0,24.0,13.0,6.4
2846,3.8853223309352516,155.0,15.0,19.41542,5.0,11.6,18.0,23.0,13.0,6.4
2847,3.5315397410071943,155.0,15.0,19.41542,5.0,11.6,35.0,21.0,14.0,7.2
2848,3.032527539568345,155.0,15.0,19.41542,5.0,11.6,37.0,21.0,14.0,4.4
2849,2.890309410071942,155.0,15.0,19.41542,5.0,11.6,32.0,21.0,14.0,4.8
2850,3.8834408776978417,155.0,15.0,19.41542,5.0,11.6,43.0,22.0,13.0,1.5
2851,3.692083798561151,155.0,15.0,19.41542,5.0,11.6,18.0,24.0,13.0,6.4
2852,5.346112863309353,155.0,15.0,19.41542,5.0,11.6,9.0,24.0,13.0,0.0
2853,5.488837122302157,155.0,15.0,19.41542,5.0,11.6,12.0,24.0,14.0,1.7
2854,5.3290344028776975,155.0,15.0,19.41542,5.0,11.6,8.0,25.0,14.0,5.4
2855,5.563188517985611,155.0,15.0,19.41542,5.0,11.6,8.0,25.0,13.0,1.1
2856,4.5853740431654675,155.0,15.0,19.41542,5.0,11.6,12.0,23.0,14.0,3.7
2857,4.45896273381295,155.0,15.0,19.41542,5.0,11.6,14.0,25.0,14.0,4.1
2858,4.441904791366906,155.0,15.0,19.41542,5.0,11.6,20.0,25.0,13.0,8.8
2859,3.3051590647482016,155.0,15.0,19.41542,5.0,11.6,29.0,23.0,14.0,11.0
2860,4.369767035971223,155.0,15.0,19.41542,5.0,11.6,13.0,25.0,14.0,3.7
2861,5.033497079136691,155.0,15.0,19.41542,5.0,11.6,13.0,25.0,14.0,1.8
2862,4.701502647482014,155.0,15.0,19.41542,5.0,11.6,8.0,25.0,14.0,3.5
2863,4.401913496402877,155.0,15.0,19.41542,5.0,11.6,10.0,25.0,14.0,0.7
2864,3.5933925323741005,155.0,15.0,19.41542,5.0,11.6,23.0,22.0,13.0,0.2
2865,0.9520701726618706,155.0,15.0,19.41542,4.0,9.0,76.0,16.0,14.0,18.6
2866,3.937231338129496,155.0,15.0,19.41542,5.0,11.6,18.0,22.0,12.0,4.2
2867,4.255723640287769,155.0,15.0,19.41542,5.0,11.6,12.0,22.0,12.0,5.6
2868,4.566882863309353,155.0,15.0,19.41542,5.0,11.6,13.0,24.0,13.0,1.1
2869,4.324751294964028,155.0,15.0,19.41542,5.0,11.6,9.0,25.0,13.0,0.3
2870,4.327448287769784,155.0,15.0,19.41542,5.0,11.6,11.0,23.0,14.0,3.1
2871,3.6837269496402882,155.0,15.0,19.41542,5.0,11.6,35.0,22.0,14.0,3.4
2872,3.7248864604316547,155.0,15.0,19.41542,5.0,11.6,32.0,24.0,15.0,2.4
2873,5.1533925323741006,155.0,15.0,19.41542,5.0,11.6,20.0,23.0,13.0,7.6
2874,4.937910302158274,155.0,15.0,19.41542,5.0,11.6,15.0,23.0,13.0,2.8
2875,4.965798115107914,155.0,15.0,19.41542,5.0,11.6,15.0,23.0,13.0,3.3
2876,4.02045273381295,155.0,15.0,19.41542,5.0,11.6,18.0,22.0,13.0,3.5
2877,4.066801928057553,155.0,15.0,19.41542,5.0,11.6,20.0,22.0,13.0,5.5
2878,4.553571827338129,155.0,15.0,19.41542,5.0,11.6,20.0,23.0,13.0,3.1
2879,4.534683568345324,155.0,15.0,19.41542,5.0,11.6,10.0,23.0,12.0,0.6
2880,2.7360372661870502,155.0,15.0,19.41542,5.0,10.2,35.0,21.0,14.0,3.3
2881,3.5899364892086334,155.0,15.0,19.41542,5.0,11.6,21.0,23.0,14.0,8.0
2882,3.066885395683453,155.0,15.0,19.41542,5.0,11.6,32.0,22.0,14.0,8.6
2883,2.980040460431655,155.0,15.0,19.41542,5.0,10.2,41.0,21.0,14.0,9.1
2884,2.2037705179856113,155.0,15.0,19.41542,4.0,10.2,54.0,19.0,15.0,11.7
2885,2.456605496402878,155.0,15.0,19.41542,5.0,11.6,52.0,19.0,13.0,16.7
2886,2.295500503597122,155.0,15.0,19.41542,5.0,10.2,55.0,20.0,14.0,8.2
2887,3.02100690647482,155.0,15.0,19.41542,5.0,11.6,44.0,20.0,14.0,8.9
2888,1.9068623597122303,155.0,15.0,19.41542,5.0,11.6,49.0,19.0,14.0,6.0
2889,3.1338944460431657,155.0,15.0,19.41542,5.0,10.2,51.0,20.0,14.0,19.8
2890,2.1195296978417266,155.0,15.0,19.41542,5.0,11.6,36.0,21.0,14.0,4.4
2891,2.88273690647482,155.0,15.0,19.41542,5.0,11.6,34.0,21.0,14.0,12.1
2892,2.2671749928057556,155.0,15.0,19.41542,5.0,11.6,41.0,21.0,14.0,5.3
2893,2.5579724028776982,155.0,15.0,19.41542,5.0,11.6,41.0,19.0,14.0,2.0
2894,3.00946745323741,155.0,15.0,19.41542,5.0,11.6,31.0,21.0,13.0,0.2
2895,1.8961961870503599,155.0,15.0,19.41542,4.0,11.6,60.0,19.0,13.0,7.0
2896,2.4803518417266184,155.0,15.0,19.41542,5.0,11.6,35.0,19.0,13.0,1.1
2897,5.358009223021583,155.0,15.0,19.41542,5.0,11.6,9.0,22.0,9.0,0.0
2898,5.663396474820144,155.0,15.0,19.41542,5.0,11.6,4.0,23.0,10.0,0.0
2899,3.9720972949640285,155.0,15.0,19.41542,5.0,11.6,18.0,22.0,11.0,0.3
2900,4.639062776978417,155.0,15.0,19.41542,5.0,11.6,36.0,20.0,14.0,3.3
2901,5.333210992805756,155.0,15.0,19.41542,5.0,11.6,25.0,24.0,13.0,0.0
2902,4.763721338129496,155.0,15.0,19.41542,5.0,11.6,25.0,24.0,14.0,0.5
2903,4.936404,155.0,15.0,19.41542,5.0,11.6,22.0,23.0,14.0,3.7
2904,4.266716503597122,155.0,15.0,19.41542,5.0,11.6,19.0,23.0,14.0,3.8
2905,4.391610561151079,155.0,15.0,19.41542,5.0,11.6,15.0,24.0,14.0,1.9
2906,3.6025469352517985,155.0,15.0,19.41542,5.0,11.6,22.0,23.0,14.0,4.9
2907,3.305662374100719,155.0,15.0,19.41542,4.0,11.6,29.0,22.0,15.0,5.7
2908,2.774125726618705,155.0,15.0,19.41542,5.0,11.6,32.0,23.0,15.0,3.1
2909,3.18995671942446,155.0,15.0,19.41542,5.0,11.6,34.0,21.0,15.0,1.3
2910,2.9881064460431657,155.0,15.0,19.41542,5.0,11.6,23.0,23.0,14.0,0.9
2911,2.8733191942446044,155.0,15.0,19.41542,5.0,11.6,27.0,23.0,14.0,2.3
2912,3.6559108057553953,155.0,15.0,19.41542,5.0,11.6,21.0,23.0,14.0,5.0
2913,3.293514776978417,155.0,15.0,19.41542,5.0,11.6,28.0,22.0,14.0,6.9
2914,1.7497942877697839,155.0,15.0,19.41542,5.0,11.6,42.0,19.0,14.0,3.7
2915,1.5616850215827336,155.0,15.0,19.41542,5.0,11.6,43.0,19.0,14.0,3.3
2916,1.275727856115108,155.0,15.0,19.41542,5.0,11.6,48.0,19.0,14.0,7.6
2917,2.6847052086330936,155.0,15.0,19.41542,5.0,11.6,42.0,20.0,14.0,2.7
2918,2.4471194964028777,155.0,15.0,19.41542,5.0,11.6,30.0,21.0,14.0,0.3
2919,2.2142346330935254,155.0,15.0,19.41542,5.0,11.6,25.0,20.0,13.0,1.2
2920,1.2849717553956836,155.0,15.0,19.41542,5.0,11.6,27.0,20.0,14.0,3.6
2921,4.067440143884892,155.0,15.0,19.41542,5.0,11.6,14.0,23.0,13.0,1.1
2922,4.241596230215827,155.0,15.0,19.41542,5.0,11.6,11.0,21.0,14.0,1.4
2923,4.889561597122302,155.0,15.0,19.41542,5.0,11.6,4.0,22.0,11.0,0.0
2924,3.503307107913669,155.0,15.0,19.41542,5.0,11.6,18.0,22.0,13.0,0.6
2925,4.426073510791366,155.0,15.0,19.41542,5.0,11.6,16.0,22.0,14.0,3.7
2926,3.950138820143885,155.0,15.0,19.41542,5.0,11.6,10.0,23.0,14.0,2.5
2927,2.4542176258992803,155.0,15.0,19.41542,5.0,11.6,23.0,19.0,13.0,2.3
2928,2.147591194244604,155.0,15.0,19.41542,5.0,11.6,31.0,19.0,12.0,1.8
2929,3.536014215827338,155.0,15.0,19.41542,5.0,11.6,22.0,20.0,11.0,2.5
2930,4.332710489208633,155.0,15.0,19.41542,5.0,11.6,15.0,22.0,11.0,0.5
2931,4.272689410071942,155.0,15.0,19.41542,5.0,11.6,19.0,23.0,13.0,2.9
2932,2.456763151079137,155.0,15.0,19.41542,5.0,11.6,26.0,20.0,13.0,0.4
2933,2.6718983309352513,155.0,15.0,19.41542,5.0,11.6,25.0,20.0,13.0,0.2
2934,3.852837510791367,155.0,15.0,19.41542,5.0,11.6,12.0,22.0,11.0,1.1
2935,3.862243985611511,155.0,15.0,19.41542,5.0,11.6,13.0,23.0,12.0,3.4
2936,4.452022258992806,155.0,15.0,19.41542,5.0,11.6,8.0,23.0,13.0,0.5
2937,4.535250115107914,155.0,15.0,19.41542,5.0,11.6,6.0,24.0,13.0,0.0
2938,4.356384892086331,155.0,15.0,19.41542,5.0,11.6,2.0,24.0,13.0,0.0
2939,2.548262417266187,155.0,15.0,19.41542,5.0,11.6,10.0,22.0,11.0,0.0
2940,3.104167323741007,155.0,15.0,19.41542,4.0,11.6,15.0,19.0,12.0,0.3
2941,3.0903355395683456,155.0,15.0,19.41542,4.0,11.6,14.0,19.0,10.0,0.1
2942,4.424529841726619,155.0,15.0,19.41542,4.0,11.6,5.0,21.0,8.0,0.0
2943,4.567841726618705,155.0,15.0,19.41542,5.0,11.6,2.0,22.0,12.0,0.0
2944,4.209472230215828,155.0,15.0,19.41542,5.0,11.6,12.0,21.0,11.0,0.1
2945,3.6586263453237406,155.0,15.0,19.41542,5.0,11.6,17.0,21.0,12.0,0.4
2946,3.742128201438849,155.0,15.0,19.41542,5.0,11.6,14.0,22.0,13.0,0.9
2947,3.4223038417266185,155.0,15.0,19.41542,5.0,11.6,10.0,23.0,13.0,0.1
2948,3.6778979280575537,155.0,15.0,19.41542,5.0,11.6,11.0,23.0,13.0,0.8
2949,3.6927773669064745,155.0,15.0,19.41542,5.0,11.6,7.0,24.0,14.0,0.3
2950,4.237840043165468,155.0,15.0,19.41542,5.0,11.6,4.0,24.0,14.0,0.0
2951,4.57915945323741,155.0,15.0,19.41542,5.0,11.6,2.0,24.0,12.0,0.0
2952,4.445147539568345,155.0,15.0,19.41542,5.0,11.6,5.0,24.0,12.0,0.0
2953,4.265688791366906,155.0,15.0,19.41542,5.0,11.6,1.0,24.0,13.0,0.0
2954,4.576326158273381,155.0,15.0,19.41542,5.0,11.6,1.0,25.0,12.0,0.0
2955,4.438159841726618,155.0,15.0,19.41542,5.0,11.6,0.0,23.0,12.0,0.0
2956,3.7780010647482016,155.0,15.0,19.41542,5.0,11.6,3.0,22.0,10.0,0.0
2957,3.9777860863309353,155.0,15.0,19.41542,5.0,11.2,9.0,21.0,10.0,0.1
2958,3.998697726618705,155.0,15.0,19.41542,5.0,11.2,16.0,21.0,12.0,0.0
2959,3.8586443309352516,155.0,15.0,19.41542,5.0,11.2,8.0,22.0,11.0,0.0
2960,4.347611841726619,155.0,15.0,19.41542,4.0,11.1,7.0,22.0,11.0,0.0
2961,3.8546107769784173,155.0,15.0,19.41542,4.0,11.1,9.0,21.0,10.0,0.0
2962,3.9798420575539573,155.0,15.0,19.41542,5.0,11.1,6.0,22.0,10.0,0.0
2963,4.021894115107914,155.0,15.0,19.41542,5.0,11.1,2.0,22.0,10.0,0.0
2964,3.8846074100719425,155.0,15.0,19.41542,5.0,11.1,1.0,22.0,10.0,0.0
2965,4.179205827338129,155.0,15.0,19.41542,5.0,11.1,0.0,23.0,11.0,0.0
2966,3.4960487913669067,155.0,15.0,19.41542,4.0,11.1,7.0,19.0,10.0,0.0
2967,3.494068402877698,155.0,15.0,19.41542,4.0,11.1,7.0,21.0,9.0,0.0
2968,3.7644059136690644,155.0,15.0,19.41542,5.0,11.1,4.0,21.0,11.0,0.0
2969,3.740143884892086,155.0,15.0,19.41542,4.0,11.1,4.0,19.0,11.0,0.1
2970,3.6835296690647485,155.0,15.0,19.41542,4.0,11.1,3.0,19.0,7.0,0.0
2971,3.605676143884892,155.0,15.0,19.41542,4.0,11.1,1.0,19.0,8.0,0.0
2972,3.6786623165467622,155.0,15.0,19.41542,4.0,11.1,0.0,21.0,9.0,0.0
2973,4.126257309352518,155.0,15.0,19.41542,4.0,11.1,1.0,21.0,10.0,0.0
2974,3.943370057553957,155.0,15.0,19.41542,4.0,11.1,5.0,19.0,7.0,0.0
2975,3.568930143884892,155.0,15.0,19.41542,4.0,11.0,3.0,20.0,9.0,0.0
2976,3.790611510791367,155.0,15.0,19.41542,4.0,11.0,2.0,21.0,10.0,0.0
2977,3.3603864028776975,155.0,15.0,19.41542,4.0,11.0,6.0,20.0,8.0,0.0
2978,3.542725942446043,155.0,15.0,19.41542,4.0,11.0,6.0,19.0,8.0,0.0
2979,3.207436762589928,155.0,15.0,19.41542,4.0,11.0,5.0,20.0,8.0,0.0
2980,3.316008604316547,155.0,15.0,19.41542,4.0,11.0,6.0,20.0,9.0,0.0
2981,3.2799308633093522,155.0,15.0,19.41542,5.0,11.0,6.0,21.0,11.0,0.0
2982,3.2817639999999995,155.0,15.0,19.41542,5.0,11.0,0.0,22.0,11.0,0.0
2983,3.4050497410071943,155.0,15.0,19.41542,5.0,11.0,3.0,22.0,11.0,0.0
2984,3.308076949640288,155.0,15.0,19.41542,5.0,11.0,5.0,20.0,11.0,0.0
2985,3.519452848920863,155.0,15.0,19.41542,4.0,11.0,5.0,19.0,10.0,0.0
2986,3.0645607625899283,155.0,15.0,19.41542,4.0,10.6,9.0,17.0,6.0,0.0
2987,3.7181665899280576,155.0,15.0,19.41542,4.0,10.6,1.0,17.0,5.0,0.0
2988,3.407398834532374,155.0,15.0,19.41542,4.0,11.0,0.0,18.0,5.0,0.0
2989,3.507005956834532,155.0,15.0,19.41542,4.0,11.0,0.0,20.0,7.0,0.0
2990,3.197946273381295,155.0,15.0,19.41542,4.0,11.0,0.0,20.0,6.0,0.0
2991,2.852117237410072,155.0,15.0,19.41542,4.0,11.0,0.0,21.0,10.0,0.0
2992,3.154389338129496,155.0,15.0,19.41542,4.0,11.0,0.0,20.0,10.0,0.0
2993,2.5132379712230213,155.0,15.0,19.41542,4.0,11.0,5.0,20.0,11.0,0.0
2994,2.2718300431654677,155.0,15.0,19.41542,4.0,11.0,4.0,20.0,11.0,0.0
2995,2.9659647625899277,155.0,15.0,19.41542,5.0,11.0,2.0,21.0,11.0,0.0
2996,2.794700431654676,155.0,15.0,19.41542,5.0,11.0,1.0,21.0,11.0,0.0
2997,2.881333467625899,155.0,15.0,19.41542,5.0,11.0,2.0,22.0,11.0,0.0
2998,2.9759361007194243,155.0,15.0,19.41542,5.0,11.0,2.0,22.0,11.0,0.0
2999,3.015477467625899,155.0,15.0,19.41542,5.0,11.0,3.0,22.0,11.0,0.0
3000,2.9285805467625896,155.0,15.0,19.41542,5.0,11.0,2.0,21.0,11.0,0.0
3001,3.192739151079137,155.0,15.0,19.41542,5.0,11.0,4.0,22.0,11.0,0.0
3002,3.081991064748201,155.0,15.0,19.41542,4.0,11.0,9.0,20.0,9.0,0.0
3003,3.0732135251798556,155.0,15.0,19.41542,4.0,11.0,2.0,20.0,10.0,0.0
3004,3.0604957266187047,155.0,15.0,19.41542,4.0,11.0,3.0,21.0,10.0,0.0
3005,2.9212761294964027,155.0,15.0,19.41542,4.0,11.0,7.0,20.0,8.0,0.0
3006,2.6923704460431654,155.0,15.0,19.41542,4.0,11.0,10.0,18.0,9.0,0.0
3007,2.814754949640288,155.0,15.0,19.41542,4.0,11.0,3.0,19.0,9.0,0.0
3008,2.6858742733812946,155.0,15.0,19.41542,4.0,11.0,3.0,19.0,10.0,0.0
3009,2.729243755395683,155.0,15.0,19.41542,4.0,11.0,14.0,18.0,9.0,1.3
3010,2.7522805179856116,155.0,15.0,19.41542,4.0,11.0,8.0,19.0,8.0,0.0
3011,2.6860515971223022,155.0,15.0,19.41542,4.0,11.0,7.0,19.0,10.0,0.0
3012,2.81623707913669,155.0,15.0,19.41542,4.0,11.0,11.0,19.0,9.0,0.0
3013,2.8296731654676264,155.0,15.0,19.41542,4.0,11.0,7.0,20.0,10.0,0.0
3014,2.975722517985611,155.0,15.0,19.41542,4.0,11.0,5.0,20.0,10.0,0.0
3015,3.2131758705035973,155.0,15.0,19.41542,4.0,11.0,2.0,20.0,9.0,0.0
3016,3.116230043165468,155.0,15.0,19.41542,4.0,11.0,0.0,21.0,10.0,0.0
3017,3.299736964028777,155.0,15.0,19.41542,4.0,11.0,2.0,21.0,8.0,0.0
3018,3.09119745323741,155.0,15.0,19.41542,4.0,11.0,0.0,21.0,9.0,0.0
3019,2.855836892086331,155.0,15.0,19.41542,5.0,11.0,2.0,22.0,10.0,0.0
3020,3.185153726618705,155.0,15.0,19.41542,4.0,11.0,4.0,19.0,9.0,0.0
3021,3.330064071942446,155.0,15.0,19.41542,4.0,11.1,0.0,20.0,8.0,0.0
3022,3.256340215827338,155.0,15.0,19.41542,4.0,11.1,3.0,18.0,5.0,0.0
3023,3.1121453525179854,155.0,15.0,19.41542,4.0,11.1,2.0,18.0,6.0,0.0
3024,3.0609827482014387,155.0,15.0,19.41542,4.0,11.1,2.0,19.0,7.0,0.0
3025,3.01647762589928,155.0,15.0,19.41542,4.0,11.1,4.0,18.0,6.0,0.0
3026,2.697301597122302,155.0,15.0,19.41542,4.0,11.1,5.0,18.0,6.0,0.0
3027,2.707173165467626,155.0,15.0,19.41542,4.0,11.1,1.0,19.0,8.0,0.0
3028,2.967089136690647,155.0,15.0,19.41542,4.0,11.1,3.0,20.0,9.0,0.0
3029,3.1540543453237406,155.0,15.0,19.41542,5.0,11.1,3.0,21.0,10.0,0.0
3030,2.7397746187050362,155.0,15.0,19.41542,5.0,11.1,3.0,22.0,11.0,0.0
3031,2.5179993812949646,155.0,15.0,19.41542,4.0,11.1,7.0,21.0,10.0,0.0
3032,2.255368705035971,155.0,15.0,19.41542,4.0,11.1,17.0,19.0,10.0,1.6
3033,3.317260848920863,155.0,15.0,19.41542,4.0,11.1,18.0,18.0,8.0,0.2
3034,3.381959582733813,155.0,15.0,19.41542,4.0,11.1,11.0,19.0,9.0,0.2
3035,3.2759664460431654,155.0,15.0,19.41542,4.0,11.1,9.0,20.0,10.0,1.7
3036,1.3062668633093524,155.0,15.0,19.41542,4.0,11.2,22.0,17.0,10.0,0.7
3037,0.8916774388489208,155.0,15.0,19.41542,4.0,11.2,28.0,13.0,7.0,0.1
3038,3.1729310935251798,155.0,15.0,19.41542,3.0,11.2,9.0,16.0,5.0,0.0
3039,3.099599539568345,155.0,15.0,19.41542,4.0,11.2,7.0,19.0,7.0,0.0
3040,3.9227571366906475,155.0,15.0,19.41542,5.0,10.1,24.0,22.0,10.0,0.0
3041,4.348099151079137,155.0,15.0,19.41542,5.0,11.2,7.0,23.0,11.0,0.0
3042,3.8273235107913663,155.0,15.0,19.41542,5.0,11.2,5.0,22.0,10.0,0.0
